elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
13.265,3.060779,3.125
24.645187,2.912409,3.06728
29.010188,2.919595,3.038349
47.770375,2.901734,3.268736
64.0205,2.837015,3.105338
84.470687,2.939724,3.079836
89.290687,2.949792,3.109265
95.46075,2.955887,3.069885
105.14575,2.957857,3.074962
112.03575,2.94889,3.108788
126.280937,2.90835,2.997811
139.511062,2.899381,2.998019
146.266125,2.924094,2.986565
156.136125,2.900416,3.026923
170.106125,2.896829,3.014446
184.786125,2.887303,3.05302
