block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,4.817289,4.25,1.0,1,1.0
1.0,2.0,4.817289,4.25,1.0,1,1.0
2.0,3.0,4.817289,4.25,1.0,1,1.0
3.0,4.0,4.817289,4.25,1.0,1,1.0
4.0,5.0,4.80636,4.263289,1.0,2,1.0
5.0,6.0,4.508865,4.625,1.0,1,1.0
6.0,7.0,4.508865,4.625,1.0,1,1.0
7.0,8.0,4.508865,4.625,1.0,1,1.0
8.0,9.0,4.508865,4.625,1.0,1,1.0
9.0,10.0,4.508865,4.625,1.0,1,1.0
10.0,11.0,4.44629,4.280023,1.0,2,1.0
11.0,12.0,4.440845,4.25,1.0,1,1.0
12.0,13.0,4.440845,4.25,1.0,1,1.0
13.0,14.0,4.440845,4.25,1.0,1,1.0
14.0,15.0,4.440845,4.25,1.0,1,1.0
15.0,16.0,4.440845,4.25,1.0,1,1.0
16.0,17.0,4.440845,4.25,1.0,1,1.0
17.0,18.0,4.440845,4.25,1.0,1,1.0
18.0,19.0,4.440845,4.25,1.0,1,1.0
19.0,20.0,4.438619,4.283781,1.0,2,1.0
20.0,21.0,4.407907,4.75,1.0,1,1.0
21.0,22.0,4.407907,4.75,1.0,1,1.0
22.0,23.0,4.407907,4.75,1.0,1,1.0
23.0,24.0,4.407907,4.75,1.0,1,1.0
24.0,25.0,4.407907,4.75,1.0,1,1.0
25.0,26.0,4.407907,4.75,1.0,1,1.0
26.0,27.0,4.408441,4.592664,1.0,2,1.0
27.0,28.0,4.409179,4.375,1.0,1,1.0
28.0,29.0,4.409179,4.375,1.0,1,1.0
29.0,30.0,4.409179,4.375,1.0,1,1.0
30.0,31.0,4.409179,4.375,1.0,1,1.0
31.0,32.0,4.409179,4.375,1.0,1,1.0
32.0,33.0,4.413267,4.35857,1.0,2,1.0
33.0,34.0,4.440281,4.25,1.0,1,1.0
34.0,35.0,4.440281,4.25,1.0,1,1.0
35.0,36.0,4.440281,4.25,1.0,1,1.0
36.0,37.0,4.440281,4.25,1.0,1,1.0
37.0,38.0,4.572222,4.346859,1.0,2,1.0
38.0,39.0,4.780828,4.5,1.0,1,1.0
39.0,40.0,4.780828,4.5,1.0,1,1.0
40.0,41.0,4.780828,4.5,1.0,1,1.0
41.0,42.0,4.780828,4.5,1.0,1,1.0
42.0,43.0,4.780828,4.5,1.0,1,1.0
43.0,44.0,4.780828,4.5,1.0,1,1.0
44.0,45.0,4.695916,4.6815,1.0,2,1.0
45.0,46.0,4.60539,4.875,1.0,1,1.0
46.0,47.0,4.724319,4.524219,1.0,2,1.0
47.0,48.0,4.817289,4.25,1.0,1,1.0
48.0,49.0,4.817289,4.25,1.0,1,1.0
49.0,50.0,4.817289,4.25,1.0,1,1.0
50.0,51.0,4.817289,4.25,1.0,1,1.0
51.0,52.0,4.633257,4.473758,1.0,2,1.0
52.0,53.0,4.508865,4.625,1.0,1,1.0
53.0,54.0,4.508865,4.625,1.0,1,1.0
54.0,55.0,4.508865,4.625,1.0,1,1.0
55.0,56.0,4.508865,4.625,1.0,1,1.0
56.0,57.0,4.460898,4.504703,1.0,2,1.0
57.0,58.0,4.409179,4.375,1.0,1,1.0
58.0,59.0,4.409179,4.375,1.0,1,1.0
59.0,60.0,4.409179,4.375,1.0,1,1.0
60.0,61.0,4.409179,4.375,1.0,1,1.0
61.0,62.0,4.409179,4.375,1.0,1,1.0
62.0,63.0,4.219202,4.399133,1.0,2,1.0
63.0,64.0,3.425161,4.5,1.0,1,1.0
64.0,65.0,3.425161,4.5,1.0,1,1.0
65.0,66.0,3.425161,4.5,1.0,1,1.0
66.0,67.0,3.425161,4.5,1.0,1,1.0
67.0,68.0,3.425161,4.5,1.0,1,1.0
68.0,69.0,3.425161,4.5,1.0,1,1.0
69.0,70.0,3.425161,4.5,1.0,2,1.0
70.0,71.0,3.425161,4.5,1.0,1,1.0
71.0,72.0,3.425161,4.5,1.0,1,1.0
72.0,73.0,3.425161,4.5,1.0,1,1.0
73.0,74.0,3.425161,4.5,1.0,1,1.0
74.0,75.0,3.425161,4.5,1.0,1,1.0
75.0,76.0,4.070968,4.705195,1.0,2,1.0
76.0,77.0,4.60539,4.875,1.0,1,1.0
77.0,78.0,4.502642,4.484727,1.0,2,1.0
78.0,79.0,4.440845,4.25,1.0,1,1.0
79.0,80.0,4.440845,4.25,1.0,1,1.0
80.0,81.0,4.440845,4.25,1.0,1,1.0
81.0,82.0,4.440845,4.25,1.0,1,1.0
82.0,83.0,4.440845,4.25,1.0,1,1.0
83.0,84.0,4.440845,4.25,1.0,1,1.0
84.0,85.0,4.440845,4.25,1.0,1,1.0
85.0,86.0,4.440845,4.25,1.0,1,1.0
86.0,87.0,4.440845,4.25,1.0,1,1.0
87.0,88.0,4.416397,4.346508,1.0,2,1.0
88.0,89.0,4.409179,4.375,1.0,1,1.0
89.0,90.0,4.409179,4.375,1.0,1,1.0
90.0,91.0,4.409179,4.375,1.0,1,1.0
91.0,92.0,4.409179,4.375,1.0,1,1.0
92.0,93.0,4.409179,4.375,1.0,1,1.0
93.0,94.0,4.589034,4.435492,1.0,2,1.0
94.0,95.0,4.780828,4.5,1.0,1,1.0
95.0,96.0,4.780828,4.5,1.0,1,1.0
96.0,97.0,4.780828,4.5,1.0,1,1.0
97.0,98.0,4.780828,4.5,1.0,1,1.0
98.0,99.0,4.780828,4.5,1.0,1,1.0
99.0,100.0,4.780828,4.5,1.0,1,1.0
100.0,101.0,4.622954,4.572563,1.0,2,1.0
101.0,102.0,4.508865,4.625,1.0,1,1.0
102.0,103.0,4.508865,4.625,1.0,1,1.0
103.0,104.0,4.508865,4.625,1.0,1,1.0
104.0,105.0,4.508865,4.625,1.0,1,1.0
105.0,106.0,4.477236,4.450625,1.0,2,1.0
106.0,107.0,4.440845,4.25,1.0,1,1.0
107.0,108.0,4.440845,4.25,1.0,1,1.0
108.0,109.0,4.440845,4.25,1.0,1,1.0
109.0,110.0,4.440845,4.25,1.0,1,1.0
110.0,111.0,4.440845,4.25,1.0,1,1.0
111.0,112.0,4.440845,4.25,1.0,1,1.0
