block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,10.0,4.16582,4.581077,20.0,4,20.0
20.0,40.0,30.0,4.508061,4.37528,20.0,5,20.0
40.0,60.0,50.0,4.084037,3.821577,20.0,4,20.0
60.0,80.0,70.0,3.744157,4.293351,20.0,4,20.0
80.0,100.0,90.0,3.571769,4.225783,20.0,4,20.0
100.0,120.0,110.0,4.074186,4.208337,20.0,6,20.0
120.0,140.0,130.0,4.277357,4.546449,20.0,3,20.0
140.0,160.0,150.0,4.474761,4.376368,20.0,5,20.0
160.0,180.0,170.0,4.054136,4.067555,20.0,4,20.0
180.0,182.84325,181.421625,4.409179,4.375,2.84325,1,20.0
