block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,4.331284,4.25,5.0,1,5.0
5.0,10.0,4.320697,4.25,5.0,2,5.0
10.0,15.0,4.313468,4.25,5.0,2,5.0
15.0,20.0,4.342718,4.25,5.0,2,5.0
20.0,25.0,4.415726,4.25,5.0,1,5.0
25.0,30.0,4.266253,4.338231,5.0,2,5.0
30.0,35.0,4.235433,4.344336,5.0,2,5.0
35.0,40.0,4.325922,4.242272,5.0,2,5.0
40.0,45.0,4.38725,4.121309,5.0,2,5.0
45.0,50.0,4.537558,4.333963,5.0,2,5.0
50.0,55.0,4.358601,4.4261,5.0,2,5.0
55.0,60.0,4.522099,4.25,5.0,1,5.0
60.0,65.0,4.324636,4.329422,5.0,2,5.0
65.0,70.0,4.304983,4.309027,5.0,2,5.0
70.0,75.0,4.479581,4.308039,5.0,2,5.0
75.0,80.0,4.577055,4.306684,5.0,2,5.0
80.0,85.0,4.482172,3.59355,5.0,2,5.0
85.0,90.0,4.414082,4.477084,5.0,2,5.0
90.0,95.0,4.497155,4.375,5.0,1,5.0
95.0,100.0,4.477716,4.432631,5.0,2,5.0
100.0,105.0,4.412833,4.625,5.0,1,5.0
105.0,110.0,4.431893,4.284125,5.0,2,5.0
110.0,115.0,4.44079,4.125,5.0,1,5.0
115.0,120.0,4.420223,4.233823,5.0,2,5.0
120.0,125.0,4.065357,3.219219,5.0,2,5.0
125.0,130.0,4.235624,3.555175,5.0,2,5.0
130.0,135.0,4.469831,4.232034,5.0,2,5.0
135.0,140.0,4.301378,4.582311,5.0,3,5.0
140.0,145.0,4.641069,4.625,5.0,1,5.0
145.0,150.0,4.652572,4.23965,5.0,2,5.0
150.0,155.0,4.569899,4.341281,5.0,2,5.0
155.0,160.0,4.395267,4.375,5.0,2,5.0
160.0,165.0,4.439068,4.164334,5.0,2,5.0
165.0,170.0,4.437756,4.169359,5.0,2,5.0
170.0,175.0,4.23256,4.75,5.0,1,5.0
175.0,180.0,4.247024,4.69262,5.0,2,5.0
180.0,185.0,4.079112,3.467083,5.0,2,5.0
185.0,185.75975,4.01982,3.25,0.75975,1,5.0
