elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
4.8065,4.282157,4.25
9.26475,4.43856,4.430452
17.65875,4.420527,4.463511
27.480812,4.433527,4.610584
32.240875,4.385007,4.575802
40.867063,4.301468,4.533417
43.223875,4.279592,4.483885
50.9445,4.278779,4.467383
59.408188,4.227766,4.436413
64.214687,4.231838,4.42246
68.672937,4.256205,4.435609
77.066937,4.271935,4.442623
86.889,4.292843,4.491499
91.649062,4.283081,4.485448
100.27525,4.257804,4.475947
102.632063,4.249593,4.456406
110.352688,4.251316,4.450711
118.816375,4.227766,4.436413
123.622875,4.229881,4.429166
128.081125,4.243014,4.435982
136.475125,4.252708,4.43992
146.297188,4.266417,4.46913
151.05725,4.261327,4.466164
159.683438,4.246629,4.461239
162.04025,4.241591,4.449076
169.760875,4.243075,4.445707
178.224563,4.227766,4.436413
183.031063,4.229195,4.431518
