elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
1.92275,4.444542,4.875
6.72925,4.327868,4.428581
16.581625,4.423429,4.322473
21.039875,4.459181,4.386577
27.641437,4.491024,4.234544
36.035438,4.47088,4.296379
41.0,4.493643,4.290763
50.822063,4.488397,4.403675
57.145,4.498557,4.414333
61.905062,4.466074,4.411308
68.8085,4.484582,4.420207
77.434687,4.434166,4.415171
82.178687,4.422941,4.405636
84.5355,4.408369,4.383872
89.651,4.412771,4.397631
97.371625,4.408561,4.395836
103.65975,4.403182,4.394572
112.123437,4.366763,4.383659
118.771437,4.370375,4.404165
123.577937,4.366906,4.398168
125.500687,4.368096,4.405474
129.958937,4.375782,4.413005
139.811312,4.383739,4.401518
148.205312,4.384918,4.407096
154.806875,4.39377,4.379075
164.628937,4.398109,4.408662
169.5935,4.405743,4.404018
174.353562,4.396744,4.403226
180.6765,4.403164,4.406612
