block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,10.0,4.015567,3.760558,20.0,4,20.0
20.0,40.0,30.0,2.58906,2.572661,20.0,2,20.0
40.0,60.0,50.0,3.53281,3.365461,20.0,4,20.0
60.0,80.0,70.0,3.133823,3.042046,20.0,3,20.0
80.0,100.0,90.0,2.876144,2.814298,20.0,2,20.0
100.0,120.0,110.0,2.483633,2.965336,20.0,4,20.0
120.0,140.0,130.0,2.9445,3.022992,20.0,4,20.0
140.0,160.0,150.0,2.776891,3.758678,20.0,2,20.0
160.0,180.0,170.0,3.411797,3.950024,20.0,3,20.0
180.0,191.653312,185.826656,2.874757,3.0,11.653312,1,20.0
