block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,2.989884,3.0,1.0,1,1.0
1.0,2.0,3.121269,3.0,1.0,1,1.0
2.0,3.0,2.916973,3.0,1.0,1,1.0
3.0,4.0,3.32881,3.0,1.0,1,1.0
4.0,5.0,3.194108,3.0,1.0,1,1.0
5.0,6.0,3.839947,3.0,1.0,1,1.0
6.0,7.0,3.312904,3.0,1.0,1,1.0
7.0,8.0,2.89558,3.0,1.0,1,1.0
8.0,9.0,3.302463,3.0,1.0,1,1.0
9.0,10.0,3.106995,3.0,1.0,1,1.0
10.0,11.0,2.497844,3.0,1.0,1,1.0
11.0,12.0,3.051085,3.0,1.0,1,1.0
12.0,13.0,3.195945,3.0,1.0,1,1.0
13.0,14.0,3.293274,3.0,1.0,1,1.0
14.0,15.0,2.861491,3.0,1.0,1,1.0
15.0,16.0,2.705985,3.0,1.0,1,1.0
16.0,17.0,2.852877,3.0,1.0,1,1.0
17.0,18.0,3.251347,3.0,1.0,1,1.0
18.0,19.0,2.900512,3.0,1.0,1,1.0
19.0,20.0,2.802475,3.0,1.0,1,1.0
20.0,21.0,3.230324,2.587641,1.0,2,1.0
21.0,22.0,2.915943,2.25,1.0,1,1.0
22.0,23.0,1.835046,2.25,1.0,1,1.0
23.0,24.0,3.111217,2.25,1.0,1,1.0
24.0,25.0,3.38667,2.25,1.0,1,1.0
25.0,26.0,3.23404,2.25,1.0,1,1.0
26.0,27.0,3.693842,2.25,1.0,1,1.0
27.0,28.0,2.541852,2.25,1.0,1,1.0
28.0,29.0,3.435096,2.25,1.0,1,1.0
29.0,30.0,3.143806,2.25,1.0,1,1.0
30.0,31.0,3.196881,2.25,1.0,1,1.0
31.0,32.0,3.186881,2.25,1.0,1,1.0
32.0,33.0,3.140245,2.25,1.0,1,1.0
33.0,34.0,2.987823,2.25,1.0,1,1.0
34.0,35.0,2.496928,3.14332,1.0,2,1.0
35.0,36.0,2.926248,3.625,1.0,1,1.0
36.0,37.0,3.006896,3.625,1.0,1,1.0
37.0,38.0,2.960276,3.625,1.0,1,1.0
38.0,39.0,2.974874,3.625,1.0,1,1.0
39.0,40.0,2.99802,3.625,1.0,1,1.0
40.0,41.0,3.086371,3.625,1.0,1,1.0
41.0,42.0,3.262694,3.625,1.0,1,1.0
42.0,43.0,2.801237,3.625,1.0,1,1.0
43.0,44.0,3.142867,3.625,1.0,1,1.0
44.0,45.0,2.421917,3.625,1.0,1,1.0
45.0,46.0,2.979184,3.625,1.0,1,1.0
46.0,47.0,2.839169,3.625,1.0,1,1.0
47.0,48.0,3.195133,3.625,1.0,1,1.0
48.0,49.0,3.221765,3.625,1.0,1,1.0
49.0,50.0,2.873919,3.625,1.0,1,1.0
50.0,51.0,3.057947,3.625,1.0,1,1.0
51.0,52.0,3.136482,3.625,1.0,1,1.0
52.0,53.0,3.073629,3.625,1.0,1,1.0
53.0,54.0,1.992134,3.069062,1.0,2,1.0
54.0,55.0,2.83012,3.0,1.0,1,1.0
55.0,56.0,3.084553,3.0,1.0,1,1.0
56.0,57.0,2.89817,3.0,1.0,1,1.0
57.0,58.0,3.133788,3.0,1.0,1,1.0
58.0,59.0,3.118442,3.0,1.0,1,1.0
59.0,60.0,2.966042,3.0,1.0,1,1.0
60.0,61.0,2.916524,3.0,1.0,1,1.0
61.0,62.0,2.663314,3.0,1.0,1,1.0
62.0,63.0,2.823829,3.0,1.0,1,1.0
63.0,64.0,3.003088,3.0,1.0,1,1.0
64.0,65.0,3.088868,3.0,1.0,1,1.0
65.0,66.0,2.893965,3.0,1.0,1,1.0
66.0,67.0,2.477285,3.0,1.0,2,1.0
67.0,68.0,2.455614,3.0,1.0,1,1.0
68.0,69.0,2.749856,3.0,1.0,1,1.0
69.0,70.0,2.33979,3.0,1.0,1,1.0
70.0,71.0,3.357923,3.0,1.0,1,1.0
71.0,72.0,2.737604,3.0,1.0,1,1.0
72.0,73.0,2.996322,3.0,1.0,1,1.0
73.0,74.0,2.926893,3.0,1.0,1,1.0
74.0,75.0,2.929762,3.0,1.0,1,1.0
75.0,76.0,3.118765,3.0,1.0,1,1.0
76.0,77.0,2.523426,3.0,1.0,1,1.0
77.0,78.0,2.469739,3.0,1.0,1,1.0
78.0,79.0,2.46381,3.0,1.0,1,1.0
79.0,80.0,3.068412,3.0,1.0,1,1.0
80.0,81.0,3.02772,3.0,1.0,1,1.0
81.0,82.0,2.980331,2.855406,1.0,2,1.0
82.0,83.0,2.894112,2.5,1.0,1,1.0
83.0,84.0,2.661632,2.5,1.0,1,1.0
84.0,85.0,2.685857,2.5,1.0,1,1.0
85.0,86.0,3.166826,2.5,1.0,1,1.0
86.0,87.0,2.898172,2.5,1.0,1,1.0
87.0,88.0,3.212108,2.559563,1.0,2,1.0
88.0,89.0,2.892388,3.0,1.0,1,1.0
89.0,90.0,2.21461,3.0,1.0,1,1.0
90.0,91.0,3.720676,3.0,1.0,1,1.0
91.0,92.0,2.5692,3.0,1.0,1,1.0
92.0,93.0,3.127341,3.0,1.0,1,1.0
93.0,94.0,2.806029,3.0,1.0,1,1.0
94.0,95.0,3.038686,3.0,1.0,1,1.0
95.0,96.0,2.980403,3.0,1.0,1,1.0
96.0,97.0,2.986709,3.0,1.0,1,1.0
97.0,98.0,2.99907,3.0,1.0,1,1.0
98.0,99.0,3.961595,3.0,1.0,1,1.0
99.0,100.0,2.820729,2.815266,1.0,2,1.0
100.0,101.0,3.212307,2.75,1.0,1,1.0
101.0,102.0,2.903749,2.75,1.0,1,1.0
102.0,103.0,3.111522,2.75,1.0,1,1.0
103.0,104.0,2.561069,2.75,1.0,1,1.0
104.0,105.0,2.720165,2.75,1.0,1,1.0
105.0,106.0,3.451501,2.75,1.0,1,1.0
106.0,107.0,3.079315,2.75,1.0,2,1.0
107.0,108.0,2.959078,2.75,1.0,1,1.0
108.0,109.0,3.164076,2.75,1.0,1,1.0
109.0,110.0,2.994227,2.75,1.0,1,1.0
110.0,111.0,2.975488,2.75,1.0,1,1.0
111.0,112.0,2.863088,2.75,1.0,1,1.0
112.0,113.0,3.275505,2.75,1.0,1,1.0
113.0,114.0,3.084513,2.75,1.0,1,1.0
114.0,115.0,3.090331,2.75,1.0,1,1.0
115.0,116.0,2.527353,2.75,1.0,1,1.0
116.0,117.0,3.012767,2.75,1.0,1,1.0
117.0,118.0,3.038496,2.75,1.0,1,1.0
118.0,119.0,3.029653,2.75,1.0,1,1.0
119.0,120.0,2.629865,2.75,1.0,1,1.0
120.0,121.0,2.474252,2.75,1.0,1,1.0
121.0,122.0,3.122056,2.75,1.0,1,1.0
122.0,123.0,3.113206,2.75,1.0,1,1.0
123.0,124.0,2.637687,2.75,1.0,1,1.0
124.0,125.0,2.939673,2.75,1.0,1,1.0
125.0,126.0,2.699687,2.827344,1.0,2,1.0
126.0,127.0,3.121542,2.875,1.0,1,1.0
127.0,128.0,3.043222,2.875,1.0,1,1.0
128.0,129.0,2.846115,2.875,1.0,1,1.0
129.0,130.0,2.993423,2.875,1.0,1,1.0
130.0,131.0,2.913155,2.875,1.0,1,1.0
131.0,132.0,2.998081,2.875,1.0,1,1.0
132.0,133.0,3.048974,2.875,1.0,1,1.0
133.0,134.0,2.919412,2.875,1.0,1,1.0
134.0,135.0,3.267962,2.875,1.0,1,1.0
135.0,136.0,2.602592,2.875,1.0,1,1.0
136.0,137.0,3.126374,2.875,1.0,1,1.0
137.0,138.0,3.112634,2.875,1.0,1,1.0
138.0,139.0,4.088167,2.875,1.0,1,1.0
139.0,140.0,2.488609,2.875,1.0,1,1.0
140.0,141.0,3.060055,2.875,1.0,1,1.0
141.0,142.0,2.946686,2.875,1.0,1,1.0
142.0,143.0,2.960738,2.875,1.0,1,1.0
143.0,144.0,2.900672,2.838305,1.0,2,1.0
144.0,145.0,3.018028,2.75,1.0,1,1.0
145.0,146.0,2.989475,2.75,1.0,1,1.0
146.0,147.0,2.546844,2.75,1.0,1,1.0
147.0,148.0,2.995277,2.75,1.0,1,1.0
148.0,149.0,3.180501,2.75,1.0,1,1.0
149.0,150.0,2.956384,2.75,1.0,1,1.0
150.0,151.0,3.060783,2.75,1.0,1,1.0
151.0,152.0,2.992639,2.75,1.0,1,1.0
152.0,153.0,2.645089,2.75,1.0,1,1.0
153.0,154.0,2.913036,2.75,1.0,1,1.0
154.0,155.0,3.059014,2.75,1.0,1,1.0
155.0,156.0,3.386927,2.616602,1.0,2,1.0
156.0,157.0,3.076575,2.125,1.0,1,1.0
157.0,158.0,3.126305,2.125,1.0,1,1.0
158.0,159.0,3.055809,2.125,1.0,1,1.0
159.0,160.0,1.395254,2.125,1.0,1,1.0
160.0,161.0,3.022474,2.125,1.0,1,1.0
161.0,162.0,3.104549,2.125,1.0,1,1.0
162.0,163.0,2.92082,2.125,1.0,1,1.0
163.0,164.0,1.931449,2.125,1.0,1,1.0
164.0,165.0,3.106122,2.125,1.0,1,1.0
165.0,166.0,2.710797,2.125,1.0,1,1.0
166.0,167.0,1.862862,2.125,1.0,1,1.0
167.0,168.0,3.086423,2.125,1.0,1,1.0
168.0,169.0,2.753724,2.125,1.0,1,1.0
169.0,170.0,3.262251,2.125,1.0,1,1.0
170.0,171.0,2.069912,2.609125,1.0,2,1.0
171.0,172.0,2.725449,2.625,1.0,1,1.0
172.0,173.0,2.90708,2.625,1.0,1,1.0
