seconds,mos_pred_concat,mos_target_concat_durw
4.8065,4.405502,4.25
13.270188,4.263909,4.25
20.990813,4.283809,4.295976
23.347625,4.257167,4.228245
31.973813,4.236589,4.267838
36.733875,4.243825,4.281724
46.555937,4.282334,4.40689
54.949937,4.298984,4.421113
59.408187,4.297386,4.436413
64.214687,4.304068,4.42246
72.678375,4.276032,4.402377
80.399,4.294775,4.399748
82.755813,4.290878,4.377684
91.382,4.286391,4.37743
96.142063,4.278453,4.37731
105.964125,4.294901,4.423442
114.358125,4.299957,4.429061
118.816375,4.292761,4.436413
123.622875,4.299122,4.429166
132.086563,4.282487,4.417685
139.807188,4.297765,4.415328
142.164,4.292834,4.402226
150.790188,4.288223,4.400668
155.55025,4.281349,4.399883
165.372312,4.291553,4.428102
173.766312,4.296336,4.431575
178.224562,4.296644,4.436413
183.031062,4.296671,4.431518
