block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,4.471395,4.490344,5.0,2,5.0
5.0,10.0,4.488174,4.25,5.0,1,5.0
10.0,15.0,4.530077,3.927513,5.0,2,5.0
15.0,20.0,4.597452,3.912331,5.0,2,5.0
20.0,25.0,4.663412,4.332937,5.0,2,5.0
25.0,30.0,4.613301,4.5,5.0,2,5.0
30.0,35.0,4.650549,4.5,5.0,1,5.0
35.0,40.0,4.379327,4.328381,5.0,2,5.0
40.0,45.0,4.409886,4.526628,5.0,2,5.0
45.0,50.0,4.362993,4.446356,5.0,2,5.0
50.0,55.0,4.373633,4.546356,5.0,2,5.0
55.0,60.0,4.435872,4.765919,5.0,2,5.0
60.0,65.0,4.476952,4.41075,5.0,2,5.0
65.0,70.0,4.488174,4.25,5.0,1,5.0
70.0,75.0,4.538351,3.863837,5.0,2,5.0
75.0,80.0,4.614833,3.976006,5.0,2,5.0
80.0,85.0,4.653351,4.364775,5.0,2,5.0
85.0,90.0,4.618386,4.5,5.0,2,5.0
90.0,95.0,4.650549,4.5,5.0,1,5.0
95.0,100.0,4.329012,4.296544,5.0,2,5.0
100.0,105.0,4.436546,4.574384,5.0,2,5.0
105.0,110.0,4.344848,4.414519,5.0,2,5.0
110.0,115.0,4.387932,4.594112,5.0,2,5.0
115.0,120.0,4.437137,4.781837,5.0,2,5.0
120.0,125.0,4.482508,4.331156,5.0,2,5.0
125.0,130.0,4.488174,4.25,5.0,1,5.0
130.0,135.0,4.546625,3.800163,5.0,2,5.0
135.0,140.0,4.632213,4.039681,5.0,2,5.0
140.0,145.0,4.64329,4.396613,5.0,2,5.0
145.0,150.0,4.623471,4.5,5.0,2,5.0
150.0,155.0,4.650549,4.5,5.0,1,5.0
155.0,160.0,4.278696,4.264706,5.0,2,5.0
160.0,165.0,4.463206,4.622141,5.0,2,5.0
165.0,170.0,4.326704,4.382681,5.0,2,5.0
170.0,175.0,4.402231,4.641869,5.0,2,5.0
175.0,180.0,4.438402,4.797756,5.0,2,5.0
180.0,180.0125,4.444542,4.875,0.0125,1,5.0
