elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.147687,2.937911,3.5
19.992438,2.788579,3.5
25.705875,2.784596,3.472217
40.982875,2.783141,3.296191
45.663125,2.766127,3.329892
59.815938,2.645421,3.310989
73.633688,2.613003,3.18226
79.86025,2.710146,3.148557
90.881313,2.680649,3.191176
104.415,2.658757,3.231204
112.917813,2.627606,3.213794
123.950563,2.628627,3.205891
141.640063,2.585915,3.164566
153.762313,2.569289,3.112173
164.481125,2.560478,3.17003
178.503938,2.554668,3.156673
188.691688,2.577034,3.127967
