train_id,23
sys_a,sys8f532
sys_b,sys91caa
target_seconds,180.0
block_seconds,1.0
start_index,0
list_path,/net/db/BVCC/main/DATA/sets/test_mos_list.txt
wav_root,/net/db/BVCC/main/DATA/wav

utt,mos_target,path,dur_s
sys8f532-utt2f825dd.wav,4.875,/net/db/BVCC/main/DATA/wav/sys8f532-utt2f825dd.wav,1.92275
sys91caa-utt69e5086.wav,2.125,/net/db/BVCC/main/DATA/wav/sys91caa-utt69e5086.wav,14.2451875
sys8f532-uttc43aa19.wav,4.25,/net/db/BVCC/main/DATA/wav/sys8f532-uttc43aa19.wav,9.852375
sys91caa-uttaee7629.wav,3.0,/net/db/BVCC/main/DATA/wav/sys91caa-uttaee7629.wav,13.230125
sys8f532-utt73793bc.wav,3.75,/net/db/BVCC/main/DATA/wav/sys8f532-utt73793bc.wav,6.6015625
sys91caa-utt0ca131c.wav,2.75,/net/db/BVCC/main/DATA/wav/sys91caa-utt0ca131c.wav,6.7550625
sys8f532-uttd5819aa.wav,4.25,/net/db/BVCC/main/DATA/wav/sys8f532-uttd5819aa.wav,4.9645625
sys91caa-uttb80b406.wav,3.0,/net/db/BVCC/main/DATA/wav/sys91caa-uttb80b406.wav,20.4501875
sys8f532-utt34cd40b.wav,4.5,/net/db/BVCC/main/DATA/wav/sys8f532-utt34cd40b.wav,6.3229375
sys91caa-utt9459d46.wav,2.5,/net/db/BVCC/main/DATA/wav/sys91caa-utt9459d46.wav,6.1700625
sys8f532-utt3f4b7d6.wav,4.5,/net/db/BVCC/main/DATA/wav/sys8f532-utt3f4b7d6.wav,6.9034375
sys91caa-uttfa503fc.wav,2.625,/net/db/BVCC/main/DATA/wav/sys91caa-uttfa503fc.wav,16.250125
sys8f532-utta85118e.wav,4.25,/net/db/BVCC/main/DATA/wav/sys8f532-utta85118e.wav,4.744
sys91caa-uttdf00646.wav,3.625,/net/db/BVCC/main/DATA/wav/sys91caa-uttdf00646.wav,18.7601875
sys8f532-utt6ee4354.wav,4.625,/net/db/BVCC/main/DATA/wav/sys8f532-utt6ee4354.wav,5.1155
sys91caa-utt9ed06b2.wav,3.0,/net/db/BVCC/main/DATA/wav/sys91caa-utt9ed06b2.wav,11.3801875
sys8f532-utt8e4f5d1.wav,4.375,/net/db/BVCC/main/DATA/wav/sys8f532-utt8e4f5d1.wav,6.288125
sys91caa-utt39e1e6c.wav,2.25,/net/db/BVCC/main/DATA/wav/sys91caa-utt39e1e6c.wav,13.900125
sys8f532-utt93826e8.wav,4.75,/net/db/BVCC/main/DATA/wav/sys8f532-utt93826e8.wav,6.648
