elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.147687,2.868339,3.5
13.605937,3.43318,3.868628
18.412437,3.654551,3.968184
29.4335,3.469285,3.792877
42.967187,3.310981,3.700628
45.324,3.341623,3.696695
50.084063,3.411431,3.761162
57.804688,3.538082,3.843149
64.03125,3.542901,3.736848
68.83775,3.594451,3.772678
77.23175,3.682497,3.851728
87.053813,3.770954,3.967181
92.76725,3.753247,3.930709
101.393438,3.776963,3.968508
109.89625,3.709788,3.893573
114.5765,3.675645,3.882603
129.8535,3.579641,3.778766
140.69825,3.534138,3.757279
145.1565,3.566633,3.78393
159.309313,3.505511,3.736496
173.127062,3.438273,3.647785
181.59075,3.46076,3.675853
