elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
4.45825,3.583435,4.625
12.961062,2.916031,3.558955
17.767562,3.284572,3.745898
31.30125,3.035654,3.639579
39.764937,3.161461,3.769503
50.786,3.108151,3.711018
58.506625,3.181143,3.798638
64.733187,3.237843,3.697772
67.09,3.264532,3.695215
80.90775,3.129089,3.51244
89.533937,3.191232,3.595543
103.68675,3.097724,3.548378
108.446812,3.144753,3.584661
113.127062,3.123858,3.58633
122.949125,3.157713,3.689278
138.226125,3.133403,3.613098
146.620125,3.176325,3.663873
152.333562,3.179622,3.653039
156.791812,3.191104,3.680676
167.636562,3.168106,3.668987
172.443062,3.199053,3.685182
181.59075,3.18736,3.675853
