block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,4.444542,4.875,1.0,1,1.0
1.0,2.0,4.443774,4.865344,1.0,2,1.0
2.0,3.0,4.434607,4.75,1.0,1,1.0
3.0,4.0,4.434607,4.75,1.0,1,1.0
4.0,5.0,4.434607,4.75,1.0,1,1.0
5.0,6.0,4.434607,4.75,1.0,1,1.0
6.0,7.0,4.434607,4.75,1.0,1,1.0
7.0,8.0,4.434607,4.75,1.0,1,1.0
8.0,9.0,4.38641,4.589031,1.0,2,1.0
9.0,10.0,4.322326,4.375,1.0,1,1.0
10.0,11.0,4.322326,4.375,1.0,1,1.0
11.0,12.0,4.322326,4.375,1.0,1,1.0
12.0,13.0,4.322326,4.375,1.0,1,1.0
13.0,14.0,4.322326,4.375,1.0,1,1.0
14.0,15.0,4.342433,4.410281,1.0,2,1.0
15.0,16.0,4.464803,4.625,1.0,1,1.0
16.0,17.0,4.464803,4.625,1.0,1,1.0
17.0,18.0,4.464803,4.625,1.0,1,1.0
18.0,19.0,4.464803,4.625,1.0,1,1.0
19.0,20.0,4.459438,4.615391,1.0,2,1.0
20.0,21.0,4.255455,4.25,1.0,1,1.0
21.0,22.0,4.255455,4.25,1.0,1,1.0
22.0,23.0,4.255455,4.25,1.0,1,1.0
23.0,24.0,4.255455,4.25,1.0,1,1.0
24.0,25.0,4.366723,4.320406,1.0,2,1.0
25.0,26.0,4.650549,4.5,1.0,1,1.0
26.0,27.0,4.650549,4.5,1.0,1,1.0
27.0,28.0,4.650549,4.5,1.0,1,1.0
28.0,29.0,4.650549,4.5,1.0,1,1.0
29.0,30.0,4.650549,4.5,1.0,1,1.0
30.0,31.0,4.650549,4.5,1.0,1,1.0
31.0,32.0,4.630724,4.5,1.0,2,1.0
32.0,33.0,4.598129,4.5,1.0,1,1.0
33.0,34.0,4.598129,4.5,1.0,1,1.0
34.0,35.0,4.598129,4.5,1.0,1,1.0
35.0,36.0,4.598129,4.5,1.0,1,1.0
