train_id,27
sys_a,057
sys_b,110
target_seconds,180.0
block_seconds,1.0
start_index,0
list_path,/net/db/somos/training_files/split1/clean/test_mos_list.txt
wav_root,/net/db/somos/audios

utt,mos_target,path,dur_s
LJ018-0276_057.wav,3.75,/net/db/somos/audios/LJ018-0276_057.wav,6.61
LJ002-0181_110.wav,4.0,/net/db/somos/audios/LJ002-0181_110.wav,9.09
LJ019-0014_057.wav,3.272727272727273,/net/db/somos/audios/LJ019-0014_057.wav,5.92
LJ004-0077_110.wav,3.9285714285714284,/net/db/somos/audios/LJ004-0077_110.wav,3.48
LJ026-0044_057.wav,2.909090909090909,/net/db/somos/audios/LJ026-0044_057.wav,7.53
LJ017-0127_110.wav,3.5,/net/db/somos/audios/LJ017-0127_110.wav,6.65
LJ028-0146_057.wav,3.6153846153846154,/net/db/somos/audios/LJ028-0146_057.wav,5.36
LJ022-0147_110.wav,3.888888888888889,/net/db/somos/audios/LJ022-0147_110.wav,2.33
LJ039-0194_057.wav,3.5454545454545454,/net/db/somos/audios/LJ039-0194_057.wav,2.14
LJ030-0231_110.wav,3.5555555555555554,/net/db/somos/audios/LJ030-0231_110.wav,4.39
LJ045-0118_057.wav,3.625,/net/db/somos/audios/LJ045-0118_057.wav,6.57
LJ036-0043_110.wav,3.625,/net/db/somos/audios/LJ036-0043_110.wav,6.38
booksent_2012_0047_057.wav,3.076923076923077,/net/db/somos/audios/booksent_2012_0047_057.wav,3.55
LJ039-0159_110.wav,3.857142857142857,/net/db/somos/audios/LJ039-0159_110.wav,6.79
booksent_2013_0049_057.wav,3.1,/net/db/somos/audios/booksent_2013_0049_057.wav,6.01
LJ039-0225_110.wav,3.5555555555555554,/net/db/somos/audios/LJ039-0225_110.wav,2.39
conv_2007_0037_057.wav,3.75,/net/db/somos/audios/conv_2007_0037_057.wav,2.11
LJ045-0096_110.wav,4.090909090909091,/net/db/somos/audios/LJ045-0096_110.wav,2.59
conv_2007_0090_057.wav,3.4545454545454546,/net/db/somos/audios/conv_2007_0090_057.wav,6.52
booksent_2012_0022_110.wav,4.266666666666667,/net/db/somos/audios/booksent_2012_0022_110.wav,5.54
conv_2008_0039_057.wav,3.4285714285714284,/net/db/somos/audios/conv_2008_0039_057.wav,1.88
booksent_2012_0061_110.wav,4.111111111111111,/net/db/somos/audios/booksent_2012_0061_110.wav,4.4
conv_2008_0060_057.wav,3.0,/net/db/somos/audios/conv_2008_0060_057.wav,3.87
booksent_2013_0014_110.wav,3.5454545454545454,/net/db/somos/audios/booksent_2013_0014_110.wav,9.29
conv_2008_0065_057.wav,2.625,/net/db/somos/audios/conv_2008_0065_057.wav,2.32
booksent_2013_0041_110.wav,3.4615384615384617,/net/db/somos/audios/booksent_2013_0041_110.wav,7.1
conv_2009_0002-1_057.wav,2.7,/net/db/somos/audios/conv_2009_0002-1_057.wav,4.98
broadcast_2010_0046_110.wav,3.9166666666666665,/net/db/somos/audios/broadcast_2010_0046_110.wav,1.55
conv_2009_0004-2_057.wav,2.769230769230769,/net/db/somos/audios/conv_2009_0004-2_057.wav,6.02
broadcast_2010_0055_110.wav,4.222222222222222,/net/db/somos/audios/broadcast_2010_0055_110.wav,2.85
conv_2009_0014-1_057.wav,4.166666666666667,/net/db/somos/audios/conv_2009_0014-1_057.wav,2.6
conv_2007_0023_110.wav,3.3333333333333335,/net/db/somos/audios/conv_2007_0023_110.wav,3.65
conv_2009_0014-3_057.wav,3.4166666666666665,/net/db/somos/audios/conv_2009_0014-3_057.wav,5.45
conv_2007_0038_110.wav,3.7,/net/db/somos/audios/conv_2007_0038_110.wav,3.15
conv_2009_0019-2_057.wav,3.727272727272727,/net/db/somos/audios/conv_2009_0019-2_057.wav,3.07
conv_2007_0081_110.wav,3.6,/net/db/somos/audios/conv_2007_0081_110.wav,2.78
conv_2009_0024-3_057.wav,3.9,/net/db/somos/audios/conv_2009_0024-3_057.wav,5.41
conv_2008_0022_110.wav,3.5714285714285716,/net/db/somos/audios/conv_2008_0022_110.wav,1.69
conv_2009_0026-1_057.wav,3.7,/net/db/somos/audios/conv_2009_0026-1_057.wav,8.13
