block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,10.0,3.376147,2.836084,20.0,2,20.0
20.0,40.0,30.0,3.106344,3.523982,20.0,4,20.0
40.0,60.0,50.0,2.848004,3.381766,20.0,2,20.0
60.0,80.0,70.0,3.001264,3.271345,20.0,3,20.0
80.0,100.0,90.0,3.142731,3.378757,20.0,3,20.0
100.0,120.0,110.0,3.031512,2.783609,20.0,3,20.0
120.0,140.0,130.0,3.271311,3.393947,20.0,4,20.0
140.0,160.0,150.0,2.996571,3.20357,20.0,2,20.0
160.0,180.0,170.0,3.184687,3.410296,20.0,3,20.0
180.0,192.775,186.3875,3.107619,3.464508,12.775,2,20.0
