elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
4.644,4.592158,4.5
11.064312,4.515669,4.572534
19.899313,3.887208,3.818854
25.623062,4.049288,3.887242
30.801125,4.10342,3.96924
35.596063,4.032154,3.872356
48.861063,3.757244,3.66946
56.291438,3.800448,3.597593
57.80075,3.819365,3.627685
68.61575,3.751057,3.587857
73.43575,3.73065,3.590295
77.963625,3.780097,3.621349
89.373625,3.694329,3.57394
96.263625,3.677744,3.577595
110.943625,3.582667,3.567328
112.6735,3.597634,3.579728
117.60775,3.628713,3.613093
126.466188,3.682067,3.64895
136.151188,3.645657,3.61168
150.121188,3.594137,3.543126
159.711,3.645805,3.615592
164.076,3.631065,3.59589
177.231,3.573682,3.505269
187.101,3.550765,3.511585
