block_start_s,block_end_s,mos_pred_block_concat,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,4.455406,4.25,5.0,1,5.0
5.0,10.0,4.68015,4.25,5.0,2,5.0
10.0,15.0,4.250276,4.348392,5.0,2,5.0
15.0,20.0,4.351795,3.780394,5.0,2,5.0
20.0,25.0,4.485508,4.281903,5.0,2,5.0
25.0,30.0,4.360392,4.470889,5.0,2,5.0
30.0,35.0,4.285633,4.25,5.0,1,5.0
35.0,40.0,3.957634,3.133747,5.0,2,5.0
40.0,45.0,4.227363,3.757688,5.0,2,5.0
45.0,50.0,4.420012,4.433817,5.0,2,5.0
50.0,55.0,4.34145,4.359922,5.0,2,5.0
55.0,60.0,4.302185,4.293239,5.0,2,5.0
60.0,65.0,4.067401,4.375,5.0,1,5.0
65.0,70.0,4.339476,4.375,5.0,2,5.0
70.0,75.0,4.622581,4.253397,5.0,2,5.0
75.0,80.0,4.430483,4.32815,5.0,2,5.0
80.0,85.0,4.458137,4.397869,5.0,2,5.0
85.0,90.0,4.580922,4.170847,5.0,2,5.0
90.0,95.0,4.389469,4.309972,5.0,2,5.0
95.0,100.0,4.605516,4.375,5.0,1,5.0
100.0,105.0,4.544917,4.309128,5.0,2,5.0
105.0,110.0,4.400794,4.264691,5.0,2,5.0
110.0,115.0,4.379781,4.375,5.0,1,5.0
115.0,120.0,3.684853,3.635889,5.0,2,5.0
120.0,125.0,4.279253,3.999897,5.0,3,5.0
125.0,130.0,4.478257,4.255863,5.0,3,5.0
130.0,135.0,4.488363,4.181231,5.0,2,5.0
135.0,140.0,4.497394,4.378375,5.0,2,5.0
140.0,145.0,4.460316,4.75,5.0,1,5.0
145.0,150.0,4.355337,4.68907,5.0,2,5.0
150.0,155.0,4.48253,4.625,5.0,1,5.0
155.0,160.0,4.47905,4.505202,5.0,3,5.0
160.0,165.0,4.503436,4.25,5.0,1,5.0
165.0,170.0,4.446431,4.196138,5.0,2,5.0
170.0,175.0,4.394296,4.125,5.0,1,5.0
175.0,180.0,4.382769,4.125,5.0,2,5.0
180.0,185.0,4.570384,4.125,5.0,1,5.0
185.0,185.75975,4.249749,4.125,0.75975,1,5.0
