elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
3.34,3.75418,3.090909
6.09,3.761724,2.926705
8.44,3.616361,3.174925
11.68,3.596069,3.172634
14.03,3.497609,3.199551
16.42,3.518893,3.206894
18.37,3.540676,3.260754
20.77,3.554801,3.238877
24.42,3.629298,3.382534
26.41,3.545047,3.284156
29.75,3.592552,3.26161
33.05,3.578212,3.221224
36.74,3.559839,3.299441
40.03,3.569685,3.239607
42.92,3.593681,3.290808
45.72,3.560334,3.291842
49.17,3.537749,3.250315
53.26,3.5447,3.260629
55.61,3.562151,3.286239
59.21,3.546956,3.313054
62.21,3.553068,3.297957
65.33,3.49783,3.242793
69.62,3.533421,3.264804
72.32,3.541146,3.244736
75.81,3.558038,3.238584
79.61,3.570885,3.257571
82.71,3.570764,3.264575
84.75,3.568128,3.249454
88.73,3.580797,3.243871
94.78,3.60248,3.251516
98.37,3.596123,3.227739
100.91,3.601155,3.202429
104.86,3.613074,3.21219
107.79,3.618846,3.204157
111.99,3.610954,3.183999
115.58,3.623017,3.201579
119.07,3.643647,3.219652
122.36,3.638816,3.228412
128.26,3.627848,3.225572
131.64,3.630004,3.213361
137.74,3.635912,3.224352
139.59,3.635619,3.229535
141.53,3.635283,3.225018
143.62,3.626384,3.236295
146.21,3.630663,3.23533
149.05,3.626944,3.214514
150.84,3.6199,3.213155
152.53,3.618128,3.212498
158.43,3.617172,3.223205
163.17,3.628421,3.216721
165.01,3.630387,3.21765
167.31,3.629173,3.218323
170.45,3.631498,3.227699
174.7,3.630484,3.240405
181.25,3.626444,3.248144
