block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.5,3.172762,3.125,5.0,1,5.0
5.0,10.0,7.5,3.172762,3.125,5.0,1,5.0
10.0,15.0,12.5,4.245453,3.91845,5.0,2,5.0
15.0,20.0,17.5,3.51599,3.395212,5.0,2,5.0
20.0,25.0,22.5,2.969732,3.0,5.0,1,5.0
25.0,30.0,27.5,4.432146,4.402869,5.0,3,5.0
30.0,35.0,32.5,3.163586,3.5,5.0,1,5.0
35.0,40.0,37.5,3.163586,3.5,5.0,1,5.0
40.0,45.0,42.5,3.498212,3.877328,5.0,3,5.0
45.0,50.0,47.5,3.271037,3.5,5.0,1,5.0
50.0,55.0,52.5,3.271037,3.5,5.0,1,5.0
55.0,60.0,57.5,4.29503,4.407341,5.0,2,5.0
60.0,65.0,62.5,4.17746,3.645383,5.0,2,5.0
65.0,70.0,67.5,4.047699,3.131081,5.0,2,5.0
70.0,75.0,72.5,3.887618,3.567637,5.0,2,5.0
75.0,80.0,77.5,2.724877,2.625,5.0,1,5.0
80.0,85.0,82.5,2.724877,2.625,5.0,1,5.0
85.0,90.0,87.5,3.903935,3.689044,5.0,2,5.0
90.0,95.0,92.5,3.716522,3.731036,5.0,2,5.0
95.0,100.0,97.5,3.008735,3.25,5.0,1,5.0
100.0,105.0,102.5,3.008735,3.25,5.0,1,5.0
105.0,110.0,107.5,3.883891,4.084581,5.0,2,5.0
110.0,115.0,112.5,3.266879,3.80875,5.0,2,5.0
115.0,120.0,117.5,4.15496,4.034475,5.0,2,5.0
120.0,125.0,122.5,4.349153,4.07183,5.0,2,5.0
125.0,130.0,127.5,2.9733,3.0,5.0,1,5.0
130.0,135.0,132.5,2.9733,3.0,5.0,1,5.0
135.0,140.0,137.5,2.9733,3.0,5.0,1,5.0
140.0,145.0,142.5,4.338449,4.735759,5.0,2,5.0
145.0,150.0,147.5,4.283294,4.648387,5.0,2,5.0
150.0,155.0,152.5,3.451743,3.375,5.0,1,5.0
155.0,160.0,157.5,3.477263,3.79413,5.0,3,5.0
160.0,165.0,162.5,2.936893,3.5,5.0,1,5.0
165.0,170.0,167.5,3.495205,3.395928,5.0,2,5.0
170.0,175.0,172.5,3.723599,3.364325,5.0,2,5.0
175.0,180.0,177.5,3.065592,3.5,5.0,1,5.0
180.0,181.861187,180.930594,3.065592,3.5,1.861187,1,5.0
