block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.952988,3.5,5.0,1,5.0
5.0,10.0,2.942613,3.5,5.0,2,5.0
10.0,15.0,2.892126,3.5,5.0,1,5.0
15.0,20.0,2.893068,3.499811,5.0,2,5.0
20.0,25.0,3.515483,3.375,5.0,1,5.0
25.0,30.0,3.037235,3.052941,5.0,2,5.0
30.0,35.0,2.95862,3.0,5.0,1,5.0
35.0,40.0,2.95862,3.0,5.0,1,5.0
40.0,45.0,2.824936,3.502141,5.0,2,5.0
45.0,50.0,2.837794,3.299734,5.0,2,5.0
50.0,55.0,2.844761,3.25,5.0,1,5.0
55.0,60.0,2.853025,3.226992,5.0,2,5.0
60.0,65.0,3.06924,2.625,5.0,1,5.0
65.0,70.0,3.06924,2.625,5.0,1,5.0
70.0,75.0,3.265762,2.659158,5.0,2,5.0
75.0,80.0,3.767158,2.770962,5.0,2,5.0
80.0,85.0,3.028068,3.5,5.0,1,5.0
85.0,90.0,3.028068,3.5,5.0,1,5.0
90.0,95.0,3.364854,3.5,5.0,2,5.0
95.0,100.0,3.43692,3.5,5.0,1,5.0
100.0,105.0,3.367592,3.4415,5.0,2,5.0
105.0,110.0,2.844374,3.0,5.0,1,5.0
110.0,115.0,3.030618,3.052055,5.0,2,5.0
115.0,120.0,3.291606,3.125,5.0,1,5.0
120.0,125.0,3.214327,3.072528,5.0,2,5.0
125.0,130.0,2.923414,2.875,5.0,1,5.0
130.0,135.0,2.923414,2.875,5.0,1,5.0
135.0,140.0,2.923414,2.875,5.0,1,5.0
140.0,145.0,2.922789,2.623005,5.0,2,5.0
145.0,150.0,2.922484,2.5,5.0,1,5.0
150.0,155.0,3.038083,2.871306,5.0,2,5.0
155.0,160.0,3.389481,4.0,5.0,1,5.0
160.0,165.0,3.368709,3.896225,5.0,2,5.0
165.0,170.0,3.189323,3.0,5.0,1,5.0
170.0,175.0,3.189323,3.0,5.0,1,5.0
175.0,180.0,3.173282,2.887795,5.0,2,5.0
180.0,185.0,3.135711,2.625,5.0,1,5.0
185.0,188.691688,3.135711,2.625,3.691687,1,5.0
