seconds,mos_pred_concat,mos_target_concat_durw
4.794937,3.598527,3.25
14.479938,3.274214,3.166393
16.209813,3.364367,3.295373
26.079813,3.257918,3.420121
35.669625,3.50291,3.777661
40.489625,3.465925,3.759487
49.348063,3.609463,3.8251
64.028063,3.427626,3.750563
68.962313,3.473693,3.795242
73.327313,3.459919,3.740462
78.505375,3.477987,3.782315
91.770375,3.429018,3.687303
96.29825,3.462264,3.707883
110.26825,3.406901,3.602364
116.688562,3.437546,3.658631
123.578562,3.42957,3.656755
125.087875,3.432876,3.669947
135.902875,3.425323,3.646475
140.546875,3.445207,3.674678
153.701875,3.404724,3.563441
159.425625,3.428871,3.583602
168.260625,3.394889,3.546395
175.691,3.407681,3.528573
187.101,3.393467,3.511585
