elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.147687,3.034348,3.5
13.954187,3.38086,3.758336
24.798938,3.070619,3.645364
29.257188,3.129698,3.794642
34.970625,3.115974,3.726082
43.364625,3.244686,3.875888
58.641625,3.120779,3.647706
68.463687,3.161621,3.823778
73.143937,3.118666,3.811059
77.904,3.190055,3.845517
92.056812,3.103538,3.753962
100.683,3.155557,3.807171
114.50075,3.088747,3.664508
116.857563,3.106653,3.663712
123.084125,3.142789,3.617489
130.80475,3.169711,3.6622
141.825813,3.143403,3.649596
150.2895,3.167802,3.683408
163.823188,3.132573,3.668257
168.629688,3.158447,3.684838
177.1325,3.128694,3.651964
181.59075,3.136787,3.675853
