seconds,mos_pred_concat,mos_target_concat_durw
4.365,2.914994,2.875
19.045,2.798184,3.356754
28.915,2.814501,3.448318
35.805,2.659329,3.482317
49.957813,2.357488,3.416503
59.642813,2.369408,3.369168
73.1765,2.349175,3.393365
84.02125,2.223554,3.407128
97.99125,2.214865,3.331266
103.704688,2.233534,3.333675
108.524687,2.25264,3.346614
121.789687,2.279848,3.322477
135.607438,2.163677,3.251407
144.755125,2.186099,3.267117
155.776187,2.175148,3.283593
162.00275,2.189686,3.263085
166.683,2.171607,3.273247
181.96,2.16765,3.250305
192.775,2.18854,3.257301
