elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
11.380187,2.610176,3.0
18.270187,2.945559,3.235698
37.030375,2.978528,3.432925
51.000375,2.997514,3.280098
67.2505,2.939948,3.121803
80.5155,2.960801,3.12233
86.685563,2.965736,3.078034
91.050562,2.972071,3.0683
111.50075,2.996839,3.055774
126.18075,2.994081,3.107455
132.935812,3.016561,3.089291
137.755812,3.030725,3.108036
150.985937,3.021274,3.098569
160.855937,3.029182,3.13087
175.101125,2.984674,3.049039
184.786125,2.9938,3.05302
