elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
10.18775,2.790602,2.625
24.210563,2.834726,2.842201
34.929375,2.776981,3.197496
47.051625,2.7188,3.017795
64.741125,2.650248,2.978778
75.773875,2.708362,3.000068
84.276688,2.693382,3.000062
97.810375,2.698892,3.069236
108.831438,2.721134,3.112859
115.058,2.777928,3.093222
128.87575,2.745273,3.04302
143.028563,2.721578,3.063501
147.708813,2.719653,3.081293
162.985813,2.739224,3.073673
168.69925,2.757365,3.083878
179.544,2.763004,3.109012
188.691688,2.772891,3.127967
