train_id,27
sys_a,110
sys_b,191
target_seconds,180.0
block_seconds,5.0
start_index,0
list_path,/net/db/somos/training_files/split1/clean/test_mos_list.txt
wav_root,/net/db/somos/audios

utt,mos_target,path,dur_s
LJ002-0181_110.wav,4.0,/net/db/somos/audios/LJ002-0181_110.wav,9.09
LJ028-0452_191.wav,3.4545454545454546,/net/db/somos/audios/LJ028-0452_191.wav,6.55
LJ004-0077_110.wav,3.9285714285714284,/net/db/somos/audios/LJ004-0077_110.wav,3.48
LJ044-0111_191.wav,3.75,/net/db/somos/audios/LJ044-0111_191.wav,4.25
LJ017-0127_110.wav,3.5,/net/db/somos/audios/LJ017-0127_110.wav,6.65
broadcast_2010_0020_191.wav,3.727272727272727,/net/db/somos/audios/broadcast_2010_0020_191.wav,3.14
LJ022-0147_110.wav,3.888888888888889,/net/db/somos/audios/LJ022-0147_110.wav,2.33
conv_2007_0020_191.wav,3.2666666666666666,/net/db/somos/audios/conv_2007_0020_191.wav,2.3
LJ030-0231_110.wav,3.5555555555555554,/net/db/somos/audios/LJ030-0231_110.wav,4.39
conv_2007_0076_191.wav,3.3,/net/db/somos/audios/conv_2007_0076_191.wav,1.84
LJ036-0043_110.wav,3.625,/net/db/somos/audios/LJ036-0043_110.wav,6.38
conv_2007_0082_191.wav,3.0,/net/db/somos/audios/conv_2007_0082_191.wav,4.74
LJ039-0159_110.wav,3.857142857142857,/net/db/somos/audios/LJ039-0159_110.wav,6.79
conv_2007_0087_191.wav,3.5,/net/db/somos/audios/conv_2007_0087_191.wav,5.9
LJ039-0225_110.wav,3.5555555555555554,/net/db/somos/audios/LJ039-0225_110.wav,2.39
conv_2007_0092_191.wav,3.1538461538461537,/net/db/somos/audios/conv_2007_0092_191.wav,1.69
LJ045-0096_110.wav,4.090909090909091,/net/db/somos/audios/LJ045-0096_110.wav,2.59
conv_2008_0001_191.wav,3.1,/net/db/somos/audios/conv_2008_0001_191.wav,1.79
booksent_2012_0022_110.wav,4.266666666666667,/net/db/somos/audios/booksent_2012_0022_110.wav,5.54
conv_2008_0020_191.wav,2.142857142857143,/net/db/somos/audios/conv_2008_0020_191.wav,2.84
booksent_2012_0061_110.wav,4.111111111111111,/net/db/somos/audios/booksent_2012_0061_110.wav,4.4
conv_2008_0029_191.wav,3.1818181818181817,/net/db/somos/audios/conv_2008_0029_191.wav,2.59
booksent_2013_0014_110.wav,3.5454545454545454,/net/db/somos/audios/booksent_2013_0014_110.wav,9.29
conv_2008_0057_191.wav,4.0,/net/db/somos/audios/conv_2008_0057_191.wav,2.09
booksent_2013_0041_110.wav,3.4615384615384617,/net/db/somos/audios/booksent_2013_0041_110.wav,7.1
conv_2008_0059_191.wav,2.9,/net/db/somos/audios/conv_2008_0059_191.wav,1.94
broadcast_2010_0046_110.wav,3.9166666666666665,/net/db/somos/audios/broadcast_2010_0046_110.wav,1.55
conv_2008_0099_191.wav,3.6153846153846154,/net/db/somos/audios/conv_2008_0099_191.wav,1.85
broadcast_2010_0055_110.wav,4.222222222222222,/net/db/somos/audios/broadcast_2010_0055_110.wav,2.85
conv_2009_0009-2_191.wav,3.4615384615384617,/net/db/somos/audios/conv_2009_0009-2_191.wav,6.1
conv_2007_0023_110.wav,3.3333333333333335,/net/db/somos/audios/conv_2007_0023_110.wav,3.65
conv_2009_0028-2_191.wav,2.75,/net/db/somos/audios/conv_2009_0028-2_191.wav,3.38
conv_2007_0038_110.wav,3.7,/net/db/somos/audios/conv_2007_0038_110.wav,3.15
conv_2009_0041-1_191.wav,3.1666666666666665,/net/db/somos/audios/conv_2009_0041-1_191.wav,5.9
conv_2007_0081_110.wav,3.6,/net/db/somos/audios/conv_2007_0081_110.wav,2.78
conv_2009_0045-3_191.wav,3.5454545454545454,/net/db/somos/audios/conv_2009_0045-3_191.wav,3.29
conv_2008_0022_110.wav,3.5714285714285716,/net/db/somos/audios/conv_2008_0022_110.wav,1.69
general_0005_191.wav,3.8181818181818183,/net/db/somos/audios/general_0005_191.wav,3.49
conv_2008_0055_110.wav,3.4166666666666665,/net/db/somos/audios/conv_2008_0055_110.wav,1.75
general_0010_191.wav,3.75,/net/db/somos/audios/general_0010_191.wav,3.59
conv_2008_0069_110.wav,3.6,/net/db/somos/audios/conv_2008_0069_110.wav,3.75
general_0023_191.wav,2.6666666666666665,/net/db/somos/audios/general_0023_191.wav,4.2
conv_2008_0079_110.wav,4.0,/net/db/somos/audios/conv_2008_0079_110.wav,2.09
general_0067_191.wav,2.9166666666666665,/net/db/somos/audios/general_0067_191.wav,2.93
conv_2008_0090_110.wav,3.6,/net/db/somos/audios/conv_2008_0090_110.wav,2.8
general_0080_191.wav,3.4615384615384617,/net/db/somos/audios/general_0080_191.wav,3.95
conv_2008_0092_110.wav,3.1,/net/db/somos/audios/conv_2008_0092_110.wav,2.84
general_0092_191.wav,2.2222222222222223,/net/db/somos/audios/general_0092_191.wav,2.54
