elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
14.245188,2.673535,2.125
19.051687,3.108622,2.661111
32.281813,3.069203,2.799998
36.740063,3.206206,3.021455
43.495125,3.261823,2.979296
51.889125,3.445016,3.225297
72.339313,3.390411,3.161606
82.161375,3.522804,3.366435
88.331438,3.496006,3.305914
93.0915,3.530983,3.36058
109.341625,3.362697,3.251259
117.967813,3.424851,3.333431
136.728,3.364606,3.373437
139.084812,3.374341,3.377699
150.465,3.336452,3.349133
158.185625,3.378577,3.399202
172.08575,3.338629,3.306376
180.549438,3.371664,3.350611
