block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,4.599795,4.347605,20.0,4,20.0
20.0,40.0,4.460686,4.483655,20.0,4,20.0
40.0,60.0,4.608523,4.484209,20.0,5,20.0
60.0,80.0,4.498431,4.485703,20.0,5,20.0
80.0,100.0,4.551039,4.37035,20.0,3,20.0
100.0,120.0,4.561544,4.235844,20.0,4,20.0
120.0,140.0,4.646881,4.482509,20.0,5,20.0
140.0,160.0,4.566414,4.229193,20.0,5,20.0
160.0,180.0,4.529887,4.27671,20.0,4,20.0
180.0,180.0125,4.648357,3.75,0.0125,1,20.0
