block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,3.196501,3.5,5.0,1,5.0
5.0,10.0,3.196501,3.5,5.0,1,5.0
10.0,15.0,2.866012,2.91875,5.0,2,5.0
15.0,20.0,2.841137,2.875,5.0,1,5.0
20.0,25.0,2.841137,2.875,5.0,1,5.0
25.0,30.0,3.335535,3.483125,5.0,2,5.0
30.0,35.0,3.349254,3.5,5.0,1,5.0
35.0,40.0,3.045528,3.3935,5.0,2,5.0
40.0,45.0,2.992769,3.375,5.0,1,5.0
45.0,50.0,3.07992,3.375,5.0,2,5.0
50.0,55.0,3.201765,3.375,5.0,1,5.0
55.0,60.0,3.201765,3.375,5.0,1,5.0
60.0,65.0,3.187063,3.354375,5.0,2,5.0
65.0,70.0,3.11266,3.25,5.0,1,5.0
70.0,75.0,3.11266,3.25,5.0,1,5.0
75.0,80.0,3.073389,2.918875,5.0,2,5.0
80.0,85.0,3.043745,2.817,5.0,2,5.0
85.0,90.0,2.857488,2.375,5.0,1,5.0
90.0,95.0,2.857488,2.375,5.0,1,5.0
95.0,100.0,3.103138,2.86,5.0,2,5.0
100.0,105.0,3.363983,3.375,5.0,1,5.0
105.0,110.0,3.407623,3.4555,5.0,2,5.0
110.0,115.0,3.499511,3.625,5.0,1,5.0
115.0,120.0,3.073135,2.917,5.0,2,5.0
120.0,125.0,3.047842,2.875,5.0,1,5.0
125.0,130.0,3.050644,2.9125,5.0,2,5.0
130.0,135.0,3.066523,3.125,5.0,1,5.0
135.0,140.0,3.066523,3.125,5.0,1,5.0
140.0,145.0,3.082099,3.00075,5.0,2,5.0
145.0,150.0,3.02003,3.265,5.0,2,5.0
150.0,155.0,2.973131,3.5,5.0,1,5.0
155.0,160.0,2.973131,3.5,5.0,1,5.0
160.0,165.0,3.281512,3.586,5.0,2,5.0
165.0,170.0,3.22501,3.625,5.0,2,5.0
170.0,175.0,3.150159,3.625,5.0,1,5.0
175.0,180.0,3.156631,3.25,5.0,2,5.0
180.0,185.0,3.158788,3.125,5.0,1,5.0
185.0,185.935,3.158788,3.125,0.935,1,5.0
