seconds,mos_pred_concat,mos_target_concat_durw
13.533687,3.442628,3.5
19.247125,3.444605,3.462894
28.394813,3.264518,3.474848
33.510312,3.377225,3.650424
40.111875,3.517204,3.666812
44.855875,3.632874,3.728491
55.700625,3.461984,3.684004
60.380875,3.383671,3.679431
67.028875,3.470272,3.785611
81.181687,3.349051,3.692235
88.085125,3.415459,3.755542
97.9375,3.498619,3.805283
108.958562,3.463214,3.774404
117.461375,3.410992,3.718347
128.494125,3.37856,3.667401
134.720687,3.363653,3.625
149.997687,3.312171,3.561345
151.920437,3.314267,3.577971
156.885,3.351765,3.599237
170.70275,3.284997,3.520376
177.025687,3.314449,3.555366
178.948437,3.321872,3.569545
185.236562,3.371684,3.596887
