block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,4.540813,4.25,5.0,1,5.0
5.0,10.0,4.532916,4.25,5.0,2,5.0
10.0,15.0,4.346326,4.348392,5.0,2,5.0
15.0,20.0,4.325188,3.780394,5.0,2,5.0
20.0,25.0,4.408092,4.281903,5.0,2,5.0
25.0,30.0,4.38232,4.470889,5.0,2,5.0
30.0,35.0,4.301894,4.25,5.0,1,5.0
35.0,40.0,4.108922,3.133747,5.0,2,5.0
40.0,45.0,4.226881,3.757688,5.0,2,5.0
45.0,50.0,4.400781,4.433817,5.0,2,5.0
50.0,55.0,4.447613,4.359922,5.0,2,5.0
55.0,60.0,4.452678,4.293239,5.0,2,5.0
60.0,65.0,4.488488,4.375,5.0,1,5.0
65.0,70.0,4.482046,4.375,5.0,2,5.0
70.0,75.0,4.444787,4.253397,5.0,2,5.0
75.0,80.0,4.411029,4.32815,5.0,2,5.0
80.0,85.0,4.385564,4.397869,5.0,2,5.0
85.0,90.0,4.530543,4.170847,5.0,2,5.0
90.0,95.0,4.610769,4.309972,5.0,2,5.0
95.0,100.0,4.658906,4.375,5.0,1,5.0
100.0,105.0,4.550921,4.309128,5.0,2,5.0
105.0,110.0,4.442076,4.264691,5.0,2,5.0
110.0,115.0,4.352602,4.375,5.0,1,5.0
115.0,120.0,3.887943,3.635889,5.0,2,5.0
120.0,125.0,4.151267,3.999897,5.0,3,5.0
125.0,130.0,4.512039,4.255863,5.0,3,5.0
130.0,135.0,4.705682,4.181231,5.0,2,5.0
135.0,140.0,4.701909,4.378375,5.0,2,5.0
140.0,145.0,4.54803,4.75,5.0,1,5.0
145.0,150.0,4.595629,4.68907,5.0,2,5.0
150.0,155.0,4.645682,4.625,5.0,1,5.0
155.0,160.0,4.679658,4.505202,5.0,3,5.0
160.0,165.0,4.545851,4.25,5.0,1,5.0
165.0,170.0,4.509421,4.196138,5.0,2,5.0
170.0,175.0,4.461306,4.125,5.0,1,5.0
175.0,180.0,4.50271,4.125,5.0,2,5.0
180.0,185.0,4.524114,4.125,5.0,1,5.0
185.0,185.75975,4.524114,4.125,0.75975,1,5.0
