block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,4.502329,4.145047,20.0,4,20.0
20.0,40.0,4.676834,4.41533,20.0,4,20.0
40.0,60.0,4.44254,4.571315,20.0,5,20.0
60.0,80.0,4.509076,4.125148,20.0,4,20.0
80.0,100.0,4.664831,4.41533,20.0,4,20.0
100.0,120.0,4.447797,4.591213,20.0,5,20.0
120.0,140.0,4.515822,4.10525,20.0,4,20.0
140.0,160.0,4.652828,4.41533,20.0,4,20.0
160.0,180.0,4.453053,4.611112,20.0,5,20.0
180.0,180.0125,4.60539,4.875,0.0125,1,20.0
