elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
4.8065,4.397352,4.25
13.270188,4.12782,4.25
20.990813,4.252809,4.295976
23.347625,4.2326,4.228245
31.973813,4.285828,4.267838
36.733875,4.291694,4.281724
46.555937,4.360372,4.40689
54.949937,4.371978,4.421113
59.408187,4.384781,4.436413
64.214687,4.385722,4.42246
72.678375,4.337863,4.402377
80.399,4.350325,4.399748
82.755813,4.341846,4.377684
91.382,4.350158,4.37743
96.142063,4.349214,4.37731
105.964125,4.374057,4.423442
114.358125,4.378629,4.429061
118.816375,4.384781,4.436413
123.622875,4.385269,4.429166
132.086563,4.358965,4.417685
139.807188,4.364966,4.415328
142.164,4.359788,4.402226
150.790188,4.363798,4.400668
155.55025,4.362798,4.399883
165.372312,4.377909,4.428102
173.766312,4.380732,4.431575
178.224562,4.384781,4.436413
183.031062,4.385111,4.431518
