block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,4.046308,4.292061,20.0,3,20.0
20.0,40.0,4.223554,4.368273,20.0,5,20.0
40.0,60.0,4.218316,4.64339,20.0,4,20.0
60.0,80.0,4.050984,4.29576,20.0,3,20.0
80.0,100.0,4.219223,4.383068,20.0,5,20.0
100.0,120.0,4.217972,4.624896,20.0,4,20.0
120.0,140.0,4.053521,4.292229,20.0,4,20.0
140.0,160.0,4.217029,4.405094,20.0,4,20.0
160.0,180.0,4.217628,4.606402,20.0,4,20.0
180.0,183.031062,4.040338,4.25,3.031063,1,20.0
