seconds,mos_pred_concat,mos_target_concat_durw
6.170063,2.980939,2.5
13.060063,2.922149,3.093508
26.290188,2.859648,3.046452
42.540312,2.748834,2.88546
52.225313,2.793521,2.929882
66.4705,2.619497,2.757389
80.4405,2.584313,2.777814
87.195562,2.601329,2.775659
92.015562,2.628835,2.82015
110.77575,2.634391,2.956454
122.155937,2.639657,2.96051
132.025937,2.65301,3.010186
136.390938,2.661975,3.00586
149.655937,2.672585,3.01642
170.106125,2.687596,3.014446
184.786125,2.697548,3.05302
