elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
11.41,3.280554,3.25
15.86825,3.596946,3.636312
24.70325,3.436311,3.364032
29.50975,3.594171,3.508337
42.66475,3.398083,3.158891
51.128437,3.500478,3.33951
61.943437,3.498442,3.345707
69.664062,3.593199,3.45978
76.554063,3.587931,3.47465
78.910875,3.59842,3.47914
92.880875,3.536398,3.388273
101.507063,3.591793,3.472126
114.772063,3.54373,3.432006
119.532125,3.56733,3.469559
123.897125,3.545376,3.448612
133.719188,3.622631,3.553384
148.399188,3.569659,3.548103
156.793188,3.615863,3.599064
161.613188,3.614199,3.599837
166.071438,3.635474,3.627358
175.941438,3.601548,3.627226
180.747938,3.622927,3.643787
190.432938,3.605359,3.617402
