elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.852375,4.544675,4.25
18.687375,3.76355,3.599929
20.610125,3.831703,3.718882
33.765125,3.482585,3.195301
40.413125,3.648478,3.451051
51.228125,3.548914,3.434995
57.51625,3.635931,3.537764
64.40625,3.562096,3.547096
69.52175,3.631081,3.62641
83.49175,3.517793,3.500683
88.23575,3.566432,3.54097
101.50075,3.469247,3.486607
108.404187,3.551324,3.551142
112.769187,3.526694,3.524971
119.092125,3.581025,3.576738
133.772125,3.498358,3.568317
138.736687,3.545432,3.59271
143.556687,3.538824,3.593794
150.15825,3.584409,3.600662
160.02825,3.544386,3.602163
169.880625,3.602399,3.639735
179.565625,3.582631,3.611972
181.488375,3.592288,3.625353
