block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.5,2.684118,2.125,5.0,1,5.0
5.0,10.0,7.5,2.684118,2.125,5.0,1,5.0
10.0,15.0,12.5,2.695964,2.200481,5.0,2,5.0
15.0,20.0,17.5,2.762589,2.625,5.0,1,5.0
20.0,25.0,22.5,2.762589,2.625,5.0,1,5.0
25.0,30.0,27.5,2.762589,2.625,5.0,1,5.0
30.0,35.0,32.5,2.919322,2.962852,5.0,2,5.0
35.0,40.0,37.5,2.936556,3.0,5.0,1,5.0
40.0,45.0,42.5,3.95604,4.015462,5.0,2,5.0
45.0,50.0,47.5,4.60795,4.748294,5.0,3,5.0
50.0,55.0,52.5,4.567181,4.75,5.0,1,5.0
55.0,60.0,57.5,4.631061,3.86235,5.0,2,5.0
60.0,65.0,62.5,4.658101,4.175503,5.0,2,5.0
65.0,70.0,67.5,4.353712,3.970188,5.0,2,5.0
70.0,75.0,72.5,3.619395,2.75,5.0,1,5.0
75.0,80.0,77.5,3.052208,2.987934,5.0,2,5.0
80.0,85.0,82.5,3.023446,3.0,5.0,1,5.0
85.0,90.0,87.5,3.027607,3.19107,5.0,2,5.0
90.0,95.0,92.5,3.037057,3.625,5.0,1,5.0
95.0,100.0,97.5,3.037057,3.625,5.0,1,5.0
100.0,105.0,102.5,3.037057,3.625,5.0,1,5.0
105.0,110.0,107.5,3.822706,4.040256,5.0,2,5.0
110.0,115.0,112.5,4.563733,4.337994,5.0,2,5.0
115.0,120.0,117.5,4.764793,4.25,5.0,2,5.0
120.0,125.0,122.5,4.091217,3.629909,5.0,2,5.0
125.0,130.0,127.5,3.070295,2.469919,5.0,2,5.0
130.0,135.0,132.5,2.894112,2.25,5.0,1,5.0
135.0,140.0,137.5,2.894112,2.25,5.0,1,5.0
140.0,145.0,142.5,3.013936,2.505225,5.0,2,5.0
145.0,150.0,147.5,3.246225,3.0,5.0,1,5.0
150.0,155.0,152.5,3.246225,3.0,5.0,1,5.0
155.0,160.0,157.5,3.246225,3.0,5.0,1,5.0
160.0,165.0,162.5,3.599566,3.375394,5.0,2,5.0
165.0,170.0,167.5,4.658105,4.5,5.0,1,5.0
170.0,175.0,172.5,4.546026,4.282606,5.0,2,5.0
175.0,180.0,177.5,4.529216,4.25,5.0,1,5.0
180.0,180.5045,180.25225,4.529216,4.25,0.5045,1,5.0
