block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.5,3.343585,3.0,5.0,1,5.0
5.0,10.0,7.5,3.343585,3.0,5.0,1,5.0
10.0,15.0,12.5,3.343585,3.0,5.0,1,5.0
15.0,20.0,17.5,3.343585,3.0,5.0,1,5.0
20.0,25.0,22.5,2.98391,3.568727,5.0,2,5.0
25.0,30.0,27.5,2.948322,3.625,5.0,1,5.0
30.0,35.0,32.5,2.587401,2.689037,5.0,2,5.0
35.0,40.0,37.5,2.562707,2.625,5.0,1,5.0
40.0,45.0,42.5,2.562707,2.625,5.0,1,5.0
45.0,50.0,47.5,2.600752,2.282031,5.0,2,5.0
50.0,55.0,52.5,2.618171,2.125,5.0,1,5.0
55.0,60.0,57.5,2.618171,2.125,5.0,1,5.0
60.0,65.0,62.5,2.784849,2.857288,5.0,2,5.0
65.0,70.0,67.5,2.817332,3.0,5.0,1,5.0
70.0,75.0,72.5,2.905942,3.119297,5.0,2,5.0
75.0,80.0,77.5,3.265982,3.511562,5.0,2,5.0
80.0,85.0,82.5,3.212887,3.125,5.0,1,5.0
85.0,90.0,87.5,3.110023,3.269938,5.0,2,5.0
90.0,95.0,92.5,2.858029,3.625,5.0,1,5.0
95.0,100.0,97.5,2.858029,3.625,5.0,1,5.0
100.0,105.0,102.5,2.858029,3.625,5.0,1,5.0
105.0,110.0,107.5,2.887484,3.221622,5.0,2,5.0
110.0,115.0,112.5,2.956009,2.625686,5.0,2,5.0
115.0,120.0,117.5,3.245051,2.607706,5.0,2,5.0
120.0,125.0,122.5,3.536502,2.809859,5.0,2,5.0
125.0,130.0,127.5,2.82596,3.5,5.0,1,5.0
130.0,135.0,132.5,2.82596,3.5,5.0,1,5.0
135.0,140.0,137.5,2.844209,3.428094,5.0,2,5.0
140.0,145.0,142.5,2.952853,3.0,5.0,1,5.0
145.0,150.0,147.5,2.952853,3.0,5.0,1,5.0
150.0,155.0,152.5,2.860534,3.108472,5.0,2,5.0
155.0,160.0,157.5,2.846467,3.125,5.0,1,5.0
160.0,165.0,162.5,2.870965,3.071306,5.0,2,5.0
165.0,170.0,167.5,2.960532,2.875,5.0,1,5.0
170.0,175.0,172.5,2.960532,2.875,5.0,1,5.0
175.0,180.0,177.5,3.039846,3.190581,5.0,2,5.0
180.0,184.786125,182.393062,3.149027,3.625,4.786125,1,5.0
