seconds,mos_pred_concat,mos_target_concat_durw
11.41,3.270406,3.25
18.840375,3.314289,3.200702
27.675375,3.281038,3.096726
33.399125,3.438286,3.272945
46.554125,3.352554,3.019209
51.198125,3.411702,3.153526
62.013125,3.417052,3.192151
63.522438,3.426973,3.229166
70.412437,3.381554,3.267899
76.83275,3.427187,3.381302
90.80275,3.39219,3.303407
95.330625,3.405331,3.34243
108.595625,3.373597,3.315871
113.773687,3.379244,3.364074
118.138687,3.367443,3.346003
123.072937,3.392846,3.387258
137.752937,3.36286,3.399273
146.611375,3.401474,3.443122
151.431375,3.395575,3.448911
161.021187,3.42474,3.526399
170.891187,3.384495,3.532094
172.621062,3.389162,3.540541
182.306062,3.375224,3.518465
187.101,3.371305,3.511585
