block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,10.0,3.68089,3.330718,20.0,4,20.0
20.0,40.0,30.0,2.888565,3.032734,20.0,2,20.0
40.0,60.0,50.0,3.021487,3.377924,20.0,3,20.0
60.0,80.0,70.0,3.485902,3.606821,20.0,4,20.0
80.0,100.0,90.0,3.693641,3.630697,20.0,4,20.0
100.0,120.0,110.0,2.974253,3.356278,20.0,2,20.0
120.0,140.0,130.0,3.477749,3.296778,20.0,3,20.0
140.0,160.0,150.0,3.765966,3.620238,20.0,4,20.0
160.0,180.0,170.0,4.081348,3.912379,20.0,6,20.0
180.0,187.101,183.5505,4.349649,4.75,7.101,1,20.0
