block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.853457,2.75,5.0,1,5.0
5.0,10.0,2.853457,2.75,5.0,1,5.0
10.0,15.0,2.853457,2.75,5.0,1,5.0
15.0,20.0,2.865949,2.781744,5.0,2,5.0
20.0,25.0,2.951836,3.0,5.0,1,5.0
25.0,30.0,2.951836,3.0,5.0,1,5.0
30.0,35.0,2.943837,2.986766,5.0,2,5.0
35.0,40.0,2.80074,2.75,5.0,1,5.0
40.0,45.0,2.80074,2.75,5.0,1,5.0
45.0,50.0,3.008028,2.829614,5.0,2,5.0
50.0,55.0,3.126197,2.875,5.0,1,5.0
55.0,60.0,3.126197,2.875,5.0,1,5.0
60.0,65.0,3.126197,2.875,5.0,1,5.0
65.0,70.0,2.81225,2.267578,5.0,2,5.0
70.0,75.0,2.803164,2.25,5.0,1,5.0
75.0,80.0,2.76614,2.393888,5.0,2,5.0
80.0,85.0,2.610176,3.0,5.0,1,5.0
85.0,90.0,2.610176,3.0,5.0,1,5.0
90.0,95.0,2.976921,3.572383,5.0,2,5.0
95.0,100.0,3.010635,3.625,5.0,1,5.0
100.0,105.0,3.010635,3.625,5.0,1,5.0
105.0,110.0,2.969469,3.461225,5.0,2,5.0
110.0,115.0,2.759277,2.625,5.0,1,5.0
115.0,120.0,2.759277,2.625,5.0,1,5.0
120.0,125.0,2.759277,2.625,5.0,1,5.0
125.0,130.0,3.006779,2.510781,5.0,2,5.0
130.0,135.0,3.082464,2.839869,5.0,2,5.0
135.0,140.0,3.107116,3.0,5.0,1,5.0
140.0,145.0,3.107116,3.0,5.0,1,5.0
145.0,150.0,3.107116,3.0,5.0,1,5.0
150.0,155.0,3.301343,2.852575,5.0,2,5.0
155.0,160.0,3.313888,2.809672,5.0,2,5.0
160.0,165.0,2.922866,3.0,5.0,1,5.0
165.0,170.0,2.922866,3.0,5.0,1,5.0
170.0,175.0,2.661635,2.48142,5.0,2,5.0
175.0,180.0,2.48209,2.125,5.0,1,5.0
180.0,185.0,2.48209,2.125,5.0,1,5.0
185.0,186.281875,2.48209,2.125,1.281875,1,5.0
