elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
1.92275,4.444542,4.875
8.57075,4.436835,4.778042
14.858875,4.388376,4.607479
19.974375,4.407949,4.611966
24.718375,4.378682,4.542497
31.621813,4.438034,4.533219
37.94475,4.466793,4.527684
42.909312,4.492574,4.495556
49.510875,4.50065,4.396147
59.36325,4.498579,4.371891
61.286,4.496884,4.387675
67.934,4.49079,4.423132
74.222125,4.476517,4.419055
79.337625,4.475762,4.432333
84.081625,4.463332,4.422046
90.985062,4.477537,4.427961
97.308,4.486184,4.432642
102.272562,4.49606,4.423776
108.874125,4.499521,4.382922
118.7265,4.498579,4.371891
120.64925,4.497718,4.379909
127.29725,4.494422,4.399237
133.585375,4.486321,4.398096
138.700875,4.485528,4.406465
143.444875,4.477919,4.40129
150.348312,4.485845,4.405822
156.67125,4.490881,4.409623
161.635812,4.496985,4.40472
168.237375,4.499189,4.379029
178.08975,4.498579,4.371891
180.0125,4.498002,4.377265
