seconds,mos_pred_concat,mos_target_concat_durw
6.226562,3.766474,2.75
23.916062,3.124494,2.842456
37.733812,2.963292,2.762826
47.921563,2.892089,2.733525
60.043813,2.88484,2.686379
74.196625,2.838434,2.793888
79.910062,2.852931,2.835437
89.05775,2.839632,2.903698
102.591437,2.822134,2.982361
113.6125,2.826246,3.032575
118.29275,2.822721,3.056014
133.56975,2.814919,3.049608
144.288563,2.807692,3.12021
158.311375,2.807822,3.109562
169.344125,2.811048,3.110568
180.188875,2.802167,3.134006
188.691688,2.802535,3.127967
