elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
4.794937,4.278062,3.25
19.040125,3.036187,2.408312
20.77,3.149476,2.572112
34.000125,3.020232,2.738612
43.589937,3.312705,3.181119
50.345,3.351002,3.123273
59.203437,3.510565,3.273158
79.653625,3.467694,3.203028
84.587875,3.509737,3.271393
90.757938,3.473573,3.21895
95.936,3.537828,3.281347
112.186125,3.396582,3.186275
116.714,3.442303,3.222693
135.474187,3.361394,3.278404
141.8945,3.414753,3.339333
153.274687,3.380458,3.314139
154.784,3.389116,3.32814
168.684125,3.344332,3.239298
173.328125,3.376373,3.273076
191.653312,3.347613,3.235013
