seconds,mos_pred_concat,mos_target_concat_durw
10.18775,3.131597,2.625
24.210563,3.031501,2.842201
34.929375,3.041905,3.197496
47.051625,2.898242,3.017795
64.741125,2.870848,2.978778
75.773875,2.9023,3.000068
84.276688,2.885057,3.000062
97.810375,2.900784,3.069236
108.831438,2.910368,3.112859
115.058,2.916353,3.093222
128.87575,2.887859,3.04302
143.028563,2.838377,3.063501
147.708813,2.833298,3.081293
162.985813,2.818312,3.073673
168.69925,2.811683,3.083878
179.544,2.792856,3.109012
188.691688,2.787018,3.127967
