elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
5.1155,4.508865,4.625
21.365625,2.903888,3.103853
28.269063,3.362246,3.444799
33.233625,3.579605,3.565083
39.52175,3.711595,3.693945
46.16975,3.811857,3.846007
60.069875,3.597155,3.476692
66.671438,3.69009,3.503754
71.415438,3.739924,3.553326
73.338188,3.762615,3.587977
92.098375,3.604374,3.595518
105.3285,3.530022,3.520716
111.651438,3.599125,3.576174
123.031625,3.531996,3.522879
137.276813,3.442914,3.377822
157.727,3.418142,3.328835
163.897063,3.40764,3.297633
173.749437,3.466227,3.351636
180.5045,3.469898,3.329121
