system_id,061
list_path,/net/db/somos/training_files/split1/clean/test_mos_list.txt
wav_root,/net/db/somos/audios
target_seconds,180.0
start_index,0
sys_count,100
packet_len,28
packet_total_s,183.6

utt,mos_target,path,dur_s
LJ027-0063_061.wav,2.6666666666666665,/net/db/somos/audios/LJ027-0063_061.wav,9.65
LJ028-0120_061.wav,3.2857142857142856,/net/db/somos/audios/LJ028-0120_061.wav,9.58
LJ028-0146_061.wav,3.1,/net/db/somos/audios/LJ028-0146_061.wav,7.71
LJ031-0188_061.wav,2.6,/net/db/somos/audios/LJ031-0188_061.wav,11.46
booksent_2012_0061_061.wav,2.7,/net/db/somos/audios/booksent_2012_0061_061.wav,5.46
booksent_2013_0006_061.wav,3.4166666666666665,/net/db/somos/audios/booksent_2013_0006_061.wav,6.93
booksent_2013_0091_061.wav,2.5714285714285716,/net/db/somos/audios/booksent_2013_0091_061.wav,9.91
conv_2007_0038_061.wav,2.6153846153846154,/net/db/somos/audios/conv_2007_0038_061.wav,5.2
conv_2007_0044_061.wav,2.7142857142857144,/net/db/somos/audios/conv_2007_0044_061.wav,3.55
conv_2007_0055_061.wav,2.4545454545454546,/net/db/somos/audios/conv_2007_0055_061.wav,6.5
conv_2007_0057_061.wav,2.6666666666666665,/net/db/somos/audios/conv_2007_0057_061.wav,10.62
conv_2008_0008_061.wav,2.6666666666666665,/net/db/somos/audios/conv_2008_0008_061.wav,3.43
conv_2008_0038_061.wav,2.909090909090909,/net/db/somos/audios/conv_2008_0038_061.wav,4.75
conv_2008_0067_061.wav,2.909090909090909,/net/db/somos/audios/conv_2008_0067_061.wav,3.3
conv_2008_0078_061.wav,2.727272727272727,/net/db/somos/audios/conv_2008_0078_061.wav,3.19
conv_2009_0005_061.wav,2.25,/net/db/somos/audios/conv_2009_0005_061.wav,6.88
conv_2009_0007-3_061.wav,2.7777777777777777,/net/db/somos/audios/conv_2009_0007-3_061.wav,8.03
conv_2009_0015-1_061.wav,3.875,/net/db/somos/audios/conv_2009_0015-1_061.wav,2.74
conv_2009_0020-2_061.wav,2.8461538461538463,/net/db/somos/audios/conv_2009_0020-2_061.wav,11.09
conv_2009_0027-1_061.wav,2.6,/net/db/somos/audios/conv_2009_0027-1_061.wav,6.62
conv_2009_0032-2_061.wav,3.5833333333333335,/net/db/somos/audios/conv_2009_0032-2_061.wav,5.29
conv_2009_0035-3_061.wav,3.7,/net/db/somos/audios/conv_2009_0035-3_061.wav,4.41
conv_2009_0042-1_061.wav,2.1666666666666665,/net/db/somos/audios/conv_2009_0042-1_061.wav,10.02
general_0019_061.wav,2.0,/net/db/somos/audios/general_0019_061.wav,6.82
general_0020_061.wav,2.6,/net/db/somos/audios/general_0020_061.wav,4.87
general_0033_061.wav,3.25,/net/db/somos/audios/general_0033_061.wav,4.68
general_0038_061.wav,2.3333333333333335,/net/db/somos/audios/general_0038_061.wav,6.5
general_0107_061.wav,3.4285714285714284,/net/db/somos/audios/general_0107_061.wav,4.41
