block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,20.0,2.827977,2.80898,20.0,2,20.0
20.0,40.0,2.668731,3.409175,20.0,3,20.0
40.0,60.0,2.497261,2.742782,20.0,2,20.0
60.0,80.0,2.808106,3.039323,20.0,3,20.0
80.0,100.0,2.716431,3.393083,20.0,3,20.0
100.0,120.0,3.073805,3.050291,20.0,3,20.0
120.0,140.0,2.491409,2.972633,20.0,2,20.0
140.0,160.0,2.801822,3.184115,20.0,3,20.0
160.0,180.0,2.986144,3.389646,20.0,4,20.0
180.0,188.691688,2.966946,3.5,8.691687,1,20.0
