train_id,26
sys_a,sys83aed
sys_b,sys91caa
target_seconds,180.0
block_seconds,5.0
start_index,0
list_path,/net/db/BVCC/main/DATA/sets/test_mos_list.txt
wav_root,/net/db/BVCC/main/DATA/wav

utt,mos_target,path,dur_s
sys83aed-utta133f0a.wav,3.125,/net/db/BVCC/main/DATA/wav/sys83aed-utta133f0a.wav,9.685
sys91caa-utt69e5086.wav,2.125,/net/db/BVCC/main/DATA/wav/sys91caa-utt69e5086.wav,14.2451875
sys83aed-utt99821b8.wav,3.625,/net/db/BVCC/main/DATA/wav/sys83aed-utt99821b8.wav,9.87
sys91caa-uttaee7629.wav,3.0,/net/db/BVCC/main/DATA/wav/sys91caa-uttaee7629.wav,13.230125
sys83aed-utt17290c9.wav,3.625,/net/db/BVCC/main/DATA/wav/sys83aed-utt17290c9.wav,4.82
sys91caa-utt0ca131c.wav,2.75,/net/db/BVCC/main/DATA/wav/sys91caa-utt0ca131c.wav,6.7550625
sys83aed-uttc34d946.wav,3.5,/net/db/BVCC/main/DATA/wav/sys83aed-uttc34d946.wav,14.68
sys91caa-uttb80b406.wav,3.0,/net/db/BVCC/main/DATA/wav/sys91caa-uttb80b406.wav,20.4501875
sys83aed-utt6edc479.wav,2.875,/net/db/BVCC/main/DATA/wav/sys83aed-utt6edc479.wav,4.365
sys91caa-utt9459d46.wav,2.5,/net/db/BVCC/main/DATA/wav/sys91caa-utt9459d46.wav,6.1700625
sys83aed-uttbe76fe6.wav,3.125,/net/db/BVCC/main/DATA/wav/sys83aed-uttbe76fe6.wav,13.265
sys91caa-uttfa503fc.wav,2.625,/net/db/BVCC/main/DATA/wav/sys91caa-uttfa503fc.wav,16.250125
sys83aed-utt63e152d.wav,2.875,/net/db/BVCC/main/DATA/wav/sys83aed-utt63e152d.wav,13.97
sys91caa-uttdf00646.wav,3.625,/net/db/BVCC/main/DATA/wav/sys91caa-uttdf00646.wav,18.7601875
sys83aed-utt94f44ab.wav,3.625,/net/db/BVCC/main/DATA/wav/sys83aed-utt94f44ab.wav,6.89
sys91caa-utt9ed06b2.wav,3.0,/net/db/BVCC/main/DATA/wav/sys91caa-utt9ed06b2.wav,11.3801875
