block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,4.235298,4.25,5.0,1,5.0
5.0,10.0,4.706262,4.25,5.0,2,5.0
10.0,15.0,4.237459,4.348392,5.0,2,5.0
15.0,20.0,4.23512,3.780394,5.0,2,5.0
20.0,25.0,4.466471,4.281903,5.0,2,5.0
25.0,30.0,4.433014,4.470889,5.0,2,5.0
30.0,35.0,4.27902,4.25,5.0,1,5.0
35.0,40.0,4.087336,3.133747,5.0,2,5.0
40.0,45.0,3.87397,3.757688,5.0,2,5.0
45.0,50.0,3.944509,4.433817,5.0,2,5.0
50.0,55.0,4.249642,4.359922,5.0,2,5.0
55.0,60.0,4.292352,4.293239,5.0,2,5.0
60.0,65.0,4.383264,4.375,5.0,1,5.0
65.0,70.0,4.322598,4.375,5.0,2,5.0
70.0,75.0,4.430845,4.253397,5.0,2,5.0
75.0,80.0,4.431639,4.32815,5.0,2,5.0
80.0,85.0,4.402037,4.397869,5.0,2,5.0
85.0,90.0,4.345556,4.170847,5.0,2,5.0
90.0,95.0,4.318254,4.309972,5.0,2,5.0
95.0,100.0,4.271631,4.375,5.0,1,5.0
100.0,105.0,4.189217,4.309128,5.0,2,5.0
105.0,110.0,4.135499,4.264691,5.0,2,5.0
110.0,115.0,4.28761,4.375,5.0,1,5.0
115.0,120.0,4.161472,3.635889,5.0,2,5.0
120.0,125.0,4.164633,3.999897,5.0,3,5.0
125.0,130.0,4.21602,4.255863,5.0,3,5.0
130.0,135.0,4.397829,4.181231,5.0,2,5.0
135.0,140.0,4.413404,4.378375,5.0,2,5.0
140.0,145.0,4.272463,4.75,5.0,1,5.0
145.0,150.0,4.266203,4.68907,5.0,2,5.0
150.0,155.0,4.259621,4.625,5.0,1,5.0
155.0,160.0,4.501332,4.505202,5.0,3,5.0
160.0,165.0,4.284895,4.25,5.0,1,5.0
165.0,170.0,4.318794,4.196138,5.0,2,5.0
170.0,175.0,4.363565,4.125,5.0,1,5.0
175.0,180.0,4.5187,4.125,5.0,2,5.0
180.0,185.0,4.598898,4.125,5.0,1,5.0
185.0,185.75975,4.598898,4.125,0.75975,1,5.0
