elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
6.648,4.431289,4.75
20.548125,3.106663,3.058833
26.83625,3.390941,3.36723
38.216437,3.196943,3.257875
43.331937,3.349064,3.41927
62.092125,3.205566,3.481428
66.836125,3.27897,3.535981
83.08625,3.155321,3.35781
89.989687,3.270026,3.445432
96.15975,3.255529,3.384768
102.482687,3.337259,3.453575
122.932875,3.324617,3.378122
127.897437,3.376408,3.411965
134.6525,3.379322,3.378757
141.254062,3.436021,3.396107
154.484187,3.382731,3.362184
164.336562,3.449036,3.415411
178.58175,3.380474,3.312477
180.5045,3.391808,3.329121
