elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
4.45825,3.140588,4.625
14.280312,3.157934,4.796951
19.086813,3.470048,4.659216
21.443625,3.534076,4.545548
26.250125,3.692145,4.491432
34.876312,3.643602,4.462634
44.698375,3.538611,4.553248
54.520437,3.471449,4.611213
56.87725,3.49553,4.570347
65.503438,3.495576,4.544622
73.224063,3.510235,4.526737
80.944688,3.522097,4.512264
85.751188,3.571157,4.497564
90.209438,3.549878,4.503862
94.667687,3.530603,4.509567
103.131375,3.498826,4.488265
111.595063,3.471869,4.470194
113.951875,3.48388,4.452713
118.711938,3.517852,4.449597
127.105938,3.518472,4.452926
131.866,3.547806,4.450113
136.6725,3.577683,4.443075
145.136188,3.552357,4.431816
152.856813,3.556511,4.428946
161.250813,3.554988,4.432645
169.877,3.551987,4.429718
174.637063,3.573223,4.428227
183.031063,3.571114,4.431518
