seconds,mos_pred_concat,mos_target_concat_durw
13.265,3.191399,3.125
18.085,3.193474,3.25826
32.330188,2.461393,2.758928
46.300187,2.366826,2.79395
53.190188,2.43586,2.9016
73.640375,2.687692,2.928926
83.510375,2.660262,3.011194
89.680438,2.667598,2.976024
108.440625,2.692963,3.088296
115.195688,2.714487,3.068459
128.425813,2.704809,3.061406
132.790813,2.707827,3.055279
149.040938,2.682707,3.008365
163.720938,2.702521,3.052447
175.101125,2.698378,3.049039
184.786125,2.736105,3.05302
