elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
1.92275,4.494092,4.875
11.60775,3.444314,3.414876
21.460125,3.949491,3.798283
31.330125,3.630048,3.743693
37.931688,3.648397,3.744791
42.751688,3.614597,3.731285
47.71625,3.739374,3.785254
62.39625,3.524888,3.718142
68.719188,3.539508,3.790082
73.084187,3.502208,3.735428
79.987625,3.6106,3.801415
93.252625,3.498536,3.705197
97.996625,3.543263,3.73157
111.966625,3.469743,3.624697
117.082125,3.51474,3.668402
123.972125,3.479657,3.665989
130.26025,3.521423,3.700216
141.07525,3.495009,3.675284
147.72325,3.539833,3.72365
160.87825,3.490427,3.613371
162.801,3.50228,3.628271
171.636,3.470891,3.589497
181.488375,3.529183,3.625353
