seconds,mos_pred_concat,mos_target_concat_durw
5.317375,3.593904,4.25
11.064312,3.606926,4.25
16.60225,3.861212,4.291696
21.524875,3.82966,4.110639
27.945187,3.895474,4.228812
35.038875,3.899033,4.233101
42.46925,3.802891,4.039229
47.647312,3.710471,4.075719
52.198437,3.766165,4.112712
58.270437,3.74257,4.127018
65.201625,3.703041,4.153379
70.135875,3.748993,4.168971
78.437,3.741851,4.177546
83.63825,3.796435,4.197599
88.166125,3.751673,4.19387
92.601125,3.773907,4.196559
102.365125,3.729984,4.213579
109.412375,3.700018,4.215925
116.715063,3.692931,4.225878
121.51,3.639868,4.187369
123.019313,3.651108,4.194272
125.747688,3.65963,4.190056
127.477563,3.659703,4.192566
132.24925,3.693943,4.194638
137.973,3.726156,4.191749
147.562813,3.723384,4.228029
155.306688,3.719477,4.247823
159.950688,3.7362,4.255144
167.8455,3.713482,4.254902
176.703938,3.750913,4.24839
185.75975,3.719798,4.242375
