elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.65,2.594805,2.666667
19.23,2.923576,2.975064
26.94,2.898703,3.010819
38.4,2.906986,2.888216
43.86,2.918571,2.864785
50.79,2.95987,2.940086
60.7,3.029799,2.879898
65.9,3.081599,2.859026
69.45,3.111774,2.851628
75.95,3.186197,2.817644
86.57,3.238358,2.799123
90.0,3.260483,2.794075
94.75,3.296265,2.799841
98.05,3.298574,2.803518
101.24,3.329586,2.801116
108.12,3.353541,2.766046
116.15,3.415628,2.766857
118.89,3.431686,2.792396
129.98,3.418811,2.796983
136.6,3.459685,2.787437
141.89,3.485344,2.81711
146.3,3.513193,2.843723
156.32,3.553285,2.800324
163.14,3.564521,2.766867
168.01,3.577969,2.76203
172.69,3.601455,2.775254
179.19,3.586013,2.759224
183.6,3.608249,2.775301
