block_start_s,block_end_s,block_mid_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,5.0,2.5,4.508865,4.625,5.0,1,5.0
5.0,10.0,7.5,2.558834,2.6712,5.0,2,5.0
10.0,15.0,12.5,2.512723,2.625,5.0,1,5.0
15.0,20.0,17.5,2.512723,2.625,5.0,1,5.0
20.0,25.0,22.5,4.161352,3.987891,5.0,2,5.0
25.0,30.0,27.5,4.793451,4.413453,5.0,2,5.0
30.0,35.0,32.5,4.673114,4.294159,5.0,2,5.0
35.0,40.0,37.5,4.409057,4.410869,5.0,2,5.0
40.0,45.0,42.5,4.407907,4.75,5.0,1,5.0
45.0,50.0,47.5,2.959962,2.834875,5.0,2,5.0
50.0,55.0,52.5,2.517763,2.25,5.0,1,5.0
55.0,60.0,57.5,2.517763,2.25,5.0,1,5.0
60.0,65.0,62.5,3.460046,3.729037,5.0,2,5.0
65.0,70.0,67.5,4.117065,4.082856,5.0,2,5.0
70.0,75.0,72.5,3.875399,4.282617,5.0,3,5.0
75.0,80.0,77.5,2.549651,3.625,5.0,1,5.0
80.0,85.0,82.5,2.549651,3.625,5.0,1,5.0
85.0,90.0,87.5,2.549651,3.625,5.0,1,5.0
90.0,95.0,92.5,2.600418,3.262297,5.0,2,5.0
95.0,100.0,97.5,2.637132,3.0,5.0,1,5.0
100.0,105.0,102.5,2.637132,3.0,5.0,1,5.0
105.0,110.0,107.5,3.35255,4.40145,5.0,2,5.0
110.0,115.0,112.5,2.56104,3.495431,5.0,2,5.0
115.0,120.0,117.5,2.145874,3.0,5.0,1,5.0
120.0,125.0,122.5,2.221504,2.655534,5.0,2,5.0
125.0,130.0,127.5,2.337986,2.125,5.0,1,5.0
130.0,135.0,132.5,2.337986,2.125,5.0,1,5.0
135.0,140.0,137.5,2.548025,2.601558,5.0,2,5.0
140.0,145.0,142.5,2.723635,3.0,5.0,1,5.0
145.0,150.0,147.5,2.723635,3.0,5.0,1,5.0
150.0,155.0,152.5,2.723635,3.0,5.0,1,5.0
155.0,160.0,157.5,2.91253,2.7727,5.0,2,5.0
160.0,165.0,162.5,3.426291,2.886028,5.0,2,5.0
165.0,170.0,167.5,4.440845,4.25,5.0,1,5.0
170.0,175.0,172.5,4.221615,3.874831,5.0,2,5.0
175.0,180.0,177.5,3.564319,2.75,5.0,1,5.0
180.0,180.5045,180.25225,3.564319,2.75,0.5045,1,5.0
