elapsed_s,mos_pred_rm_durw,mos_target_rm_durw
9.147687,2.937911,3.5
11.070438,3.241182,3.738815
21.915188,3.164132,3.620637
31.767563,3.617423,3.815827
37.481,3.612758,3.74863
44.082563,3.783005,3.748835
59.359563,3.600949,3.556112
64.324125,3.697211,3.609666
69.004375,3.649405,3.610706
75.327313,3.738152,3.685353
89.480125,3.602343,3.616495
96.383562,3.685029,3.679775
110.201313,3.611429,3.547521
114.945312,3.653289,3.576513
121.171875,3.663856,3.534042
126.287375,3.702055,3.578233
137.308437,3.653135,3.571954
143.596563,3.687815,3.60712
157.13025,3.662838,3.597893
163.77825,3.69107,3.644659
172.281062,3.658147,3.612842
174.203812,3.66947,3.626773
185.236562,3.642796,3.596887
