seconds,mos_pred_concat,mos_target_concat_durw
5.317375,4.283468,4.25
11.064312,4.351709,4.25
16.60225,4.364584,4.291696
21.524875,4.180912,4.110639
27.945187,4.261403,4.228812
35.038875,4.290625,4.233101
42.46925,4.240014,4.039229
47.647312,4.143936,4.075719
52.198437,4.152478,4.112712
58.270437,4.136136,4.127018
65.201625,4.143893,4.153379
70.135875,4.172489,4.168971
78.437,4.172874,4.177546
83.63825,4.17949,4.197599
88.166125,4.156837,4.19387
92.601125,4.170735,4.196559
102.365125,4.155226,4.213579
109.412375,4.107628,4.215925
116.715063,4.082966,4.225878
121.51,4.04316,4.187369
123.019313,4.041338,4.194272
125.747688,4.046209,4.190056
127.477563,4.065192,4.192566
132.24925,4.070164,4.194638
137.973,4.084968,4.191749
147.562813,4.066373,4.228029
155.306688,4.03306,4.247823
159.950688,4.048662,4.255144
167.8455,4.014771,4.254902
176.703938,4.022337,4.24839
185.75975,4.000656,4.242375
