seconds,mos_pred_concat,mos_target_concat_durw
11.41,3.270406,3.25
15.86825,3.348856,3.636312
24.70325,3.259907,3.364032
29.50975,3.378534,3.508337
42.66475,3.268146,3.158891
51.128437,3.336569,3.33951
61.943437,3.3564,3.345707
69.664062,3.386725,3.45978
76.554063,3.375875,3.47465
78.910875,3.392782,3.47914
92.880875,3.338227,3.388273
101.507063,3.398082,3.472126
114.772063,3.342245,3.432006
119.532125,3.371994,3.469559
123.897125,3.354303,3.448612
133.719188,3.420412,3.553384
148.399188,3.376992,3.548103
156.793188,3.419974,3.599064
161.613188,3.40205,3.599837
166.071438,3.428532,3.627358
175.941438,3.389466,3.627226
180.747938,3.421035,3.643787
190.432938,3.388786,3.617402
