block_start_s,block_end_s,mos_pred_block_rm_durw,mos_target_block_durw,used_s,n_pieces,block_seconds
0.0,1.0,4.211312,4.25,1.0,1,1.0
1.0,2.0,4.211312,4.25,1.0,1,1.0
2.0,3.0,4.211312,4.25,1.0,1,1.0
3.0,4.0,4.211312,4.25,1.0,1,1.0
4.0,5.0,4.211312,4.25,1.0,1,1.0
5.0,6.0,4.211312,4.25,1.0,1,1.0
6.0,7.0,4.211312,4.25,1.0,1,1.0
7.0,8.0,4.472305,4.25,1.0,2,1.0
8.0,9.0,4.499284,4.25,1.0,1,1.0
9.0,10.0,4.499284,4.25,1.0,1,1.0
10.0,11.0,4.499284,4.25,1.0,1,1.0
11.0,12.0,4.391121,4.25,1.0,2,1.0
12.0,13.0,4.269791,4.25,1.0,1,1.0
13.0,14.0,4.269791,4.25,1.0,1,1.0
14.0,15.0,4.269791,4.25,1.0,1,1.0
15.0,16.0,4.269791,4.25,1.0,1,1.0
16.0,17.0,4.269791,4.25,1.0,1,1.0
17.0,18.0,4.269791,4.25,1.0,1,1.0
18.0,19.0,4.377598,4.25,1.0,2,1.0
19.0,20.0,4.524016,4.25,1.0,1,1.0
20.0,21.0,4.524016,4.25,1.0,1,1.0
21.0,22.0,4.524016,4.25,1.0,1,1.0
22.0,23.0,4.524016,4.25,1.0,1,1.0
23.0,24.0,4.524016,4.25,1.0,1,1.0
24.0,25.0,4.524016,4.25,1.0,1,1.0
25.0,26.0,4.524016,4.25,1.0,1,1.0
26.0,27.0,4.368413,4.316156,1.0,2,1.0
27.0,28.0,4.230009,4.375,1.0,1,1.0
28.0,29.0,4.230009,4.375,1.0,1,1.0
29.0,30.0,4.230009,4.375,1.0,1,1.0
30.0,31.0,4.230009,4.375,1.0,1,1.0
31.0,32.0,4.230009,4.375,1.0,1,1.0
32.0,33.0,4.230009,4.375,1.0,1,1.0
33.0,34.0,4.264532,4.34668,1.0,2,1.0
34.0,35.0,4.382384,4.25,1.0,1,1.0
35.0,36.0,4.382384,4.25,1.0,1,1.0
36.0,37.0,4.382384,4.25,1.0,1,1.0
37.0,38.0,4.382384,4.25,1.0,1,1.0
38.0,39.0,4.382384,4.25,1.0,1,1.0
39.0,40.0,4.335154,4.211359,1.0,2,1.0
40.0,41.0,4.076813,4.0,1.0,1,1.0
41.0,42.0,4.076813,4.0,1.0,1,1.0
42.0,43.0,4.327618,4.106547,1.0,2,1.0
43.0,44.0,4.665297,4.25,1.0,1,1.0
44.0,45.0,4.665297,4.25,1.0,1,1.0
45.0,46.0,4.665297,4.25,1.0,1,1.0
46.0,47.0,4.665297,4.25,1.0,1,1.0
47.0,48.0,4.665297,4.25,1.0,1,1.0
48.0,49.0,4.56673,4.419813,1.0,2,1.0
49.0,50.0,4.520185,4.5,1.0,1,1.0
50.0,51.0,4.520185,4.5,1.0,1,1.0
51.0,52.0,4.520185,4.5,1.0,1,1.0
52.0,53.0,4.520185,4.5,1.0,1,1.0
53.0,54.0,4.382831,4.3805,1.0,2,1.0
54.0,55.0,4.232833,4.25,1.0,1,1.0
55.0,56.0,4.232833,4.25,1.0,1,1.0
56.0,57.0,4.232833,4.25,1.0,1,1.0
57.0,58.0,4.232833,4.25,1.0,1,1.0
58.0,59.0,4.232833,4.25,1.0,1,1.0
59.0,60.0,4.232833,4.25,1.0,1,1.0
60.0,61.0,4.232833,4.25,1.0,1,1.0
61.0,62.0,4.249095,4.272109,1.0,2,1.0
62.0,63.0,4.324771,4.375,1.0,1,1.0
63.0,64.0,4.324771,4.375,1.0,1,1.0
64.0,65.0,4.324771,4.375,1.0,1,1.0
65.0,66.0,4.324771,4.375,1.0,1,1.0
66.0,67.0,4.324771,4.375,1.0,1,1.0
67.0,68.0,4.418425,4.295133,1.0,2,1.0
68.0,69.0,4.471348,4.25,1.0,1,1.0
69.0,70.0,4.471348,4.25,1.0,1,1.0
70.0,71.0,4.471348,4.25,1.0,1,1.0
71.0,72.0,4.471348,4.25,1.0,1,1.0
72.0,73.0,4.478792,4.290195,1.0,2,1.0
73.0,74.0,4.494496,4.375,1.0,1,1.0
74.0,75.0,4.494496,4.375,1.0,1,1.0
75.0,76.0,4.494496,4.375,1.0,1,1.0
76.0,77.0,4.494496,4.375,1.0,1,1.0
77.0,78.0,4.494496,4.375,1.0,1,1.0
78.0,79.0,4.494496,4.375,1.0,1,1.0
79.0,80.0,4.406419,4.033422,1.0,2,1.0
80.0,81.0,4.268875,3.5,1.0,1,1.0
81.0,82.0,4.268875,3.5,1.0,1,1.0
82.0,83.0,4.268875,3.5,1.0,1,1.0
83.0,84.0,4.268875,3.5,1.0,1,1.0
84.0,85.0,4.351613,3.96775,1.0,2,1.0
85.0,86.0,4.44576,4.5,1.0,1,1.0
86.0,87.0,4.44576,4.5,1.0,1,1.0
87.0,88.0,4.44576,4.5,1.0,1,1.0
88.0,89.0,4.44576,4.5,1.0,1,1.0
89.0,90.0,4.726,4.385422,1.0,2,1.0
90.0,91.0,4.751491,4.375,1.0,1,1.0
91.0,92.0,4.751491,4.375,1.0,1,1.0
92.0,93.0,4.751491,4.375,1.0,1,1.0
93.0,94.0,4.751491,4.375,1.0,1,1.0
94.0,95.0,4.751491,4.375,1.0,1,1.0
95.0,96.0,4.751491,4.375,1.0,1,1.0
96.0,97.0,4.751491,4.375,1.0,1,1.0
